,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO,ovder,ovizq,utero,Efectividad
1116,110668HO,2011,F1H,HO8745,333,1,0,1,39.13043478
1117,110669HO,2011,F1H,HO8745,685,1,1,1,20.0
1118,110670HO,2011,F1H,HO8745,322,1,1,1,18.18181818
1119,110671HO,2011,F1H,H0671,0,0,0,1,14.28571429
1120,110674HO,2011,F1H,HO8745,304,1,1,1,20.83333333
1121,110687HO,2011,F1H,HO8745,398,0,0,1,20.0
1122,110688HO,2011,F1H,HO8745,515,1,0,1,10.0
1123,110691HO,2011,F1H,HO8516,319,0,0,1,28.125
1124,110693HO,2011,F1H,HO8745,330,0,0,1,27.27272727
1125,110697HO,2011,F1H,HO0681,654,1,1,1,12.5
1126,110698HO,2011,F1H,HO0589,345,1,1,1,21.875
1127,110705HO,2011,F1H,HO0778,311,0,0,1,20.0
1128,110707HO,2011,F1H,HO8745,306,1,0,1,20.83333333
1129,110708HO,2011,F1H,HO8516,502,1,1,1,28.0
1130,110712HO,2011,F1H,HO0585,556,1,1,1,16.66666667
1131,110728HO,2011,F1H,HO7816,367,0,0,1,29.41176471
1132,110735HO,2011,F1H,HO0589,413,0,0,1,20.0
1133,110737HO,2011,F1H,HO0589,323,1,1,1,27.27272727
1134,110742HO,2011,F1H,HO8516,350,1,0,1,25.0
1135,110745HO,2011,F1H,HO0589,318,0,1,1,18.51851852
1136,110747HO,2011,F1H,HO0589,0,0,0,0,20.0
1137,110754HO,2011,F1H,HO8516,548,1,1,1,13.04347826
1138,110769HO,2011,F1H,HO0585,539,1,1,1,11.11111111
1139,110770HO,2011,F1H,HO8745,359,1,0,1,12.5
1140,110775HO,2011,F1H,HO8745,370,0,0,1,33.33333333
1141,110783HO,2011,F1H,HO0589,483,1,1,1,20.0
1142,110786HO,2011,F1H,HO8745,338,1,1,1,19.35483871
1143,110794HO,2011,F1H,HO8745,354,0,1,1,15.15151515
1144,110797HO,2011,F1H,HO8745,416,1,0,1,21.875
1145,110802HO,2011,F1H,HO0589,592,0,0,1,21.05263158
1146,110807HO,2011,F1H,HO8745,618,1,1,1,25.0
1147,110810HO,2011,F1H,HO0589,337,1,0,1,18.75
1148,110811HO,2011,F1H,HO8745,447,0,0,1,16.66666667
1149,110813HO,2011,F1H,HO8516,324,0,0,1,16.66666667
1150,110814HO,2011,F1H,HO8745,382,0,0,1,27.27272727
1151,110819HO,2011,F1H,HO8516,381,1,1,1,24.13793103
1152,110820HO,2011,F1H,HO0589,917,1,1,1,17.85714286
1153,110829HO,2011,F1H,HO8745,341,0,0,1,26.66666667
1154,110832HO,2011,F1H,HO8745,0,1,0,1,25.0
1155,110835HO,2011,F1H,HO0585,379,0,0,1,33.33333333
1156,110837HO,2011,F1H,HO8745,532,1,1,1,20.0
1157,110838HO,2011,F1H,HO8745,453,1,1,1,25.80645161
1158,110840HO,2011,F1H,HO8745,0,0,0,0,25.0
1159,110841HO,2011,F1H,HO8745,372,0,1,1,25.0
1160,110842HO,2011,F1H,HO0589,330,1,1,1,21.21212121
1161,110848HO,2011,F1H,HO8745,343,0,0,1,38.46153846
1162,110853HO,2011,F1H,HO0681,340,1,0,1,24.13793103
1163,110854HO,2011,F1H,HO0589,639,1,0,1,26.92307692
1164,110855HO,2011,F1H,HO0589,0,0,0,0,50.0
1165,110856HO,2011,F1H,HO8745,345,0,0,1,30.0
1166,110859HO,2011,F1H,HO8745,513,1,1,1,18.51851852
1167,110860HO,2011,F1H,HO8745,571,1,1,1,20.68965517
1168,110866HO,2011,F1H,HO0681,341,0,0,1,21.42857143
1169,110867HO,2011,F1H,HO0681,346,1,0,1,24.13793103
1170,110870HO,2011,F1H,HO8745,0,0,0,0,50.0
1171,110873HO,2011,F1H,HO0681,357,1,1,1,17.64705882
1172,110874HO,2011,F1H,HO0681,332,0,1,1,21.73913043
1173,110877HO,2011,F1H,HO8745,367,0,1,1,16.12903226
1174,110879HO,2011,F1H,HO8745,309,0,0,1,22.22222222
1175,110883HO,2011,EC,HO0681,554,1,1,1,16.66666667
1176,110887HO,2011,F1H,HO8745,390,1,0,1,20.68965517
1177,110894HO,2011,F1H,HO0681,378,0,1,1,13.33333333
1178,110895HO,2011,F1H,HO8745,0,0,0,1,14.28571429
1179,110896HO,2011,F1H,HO8745,450,1,1,1,20.0
1180,110897HO,2011,F1H,HO0681,0,0,0,0,50.0
1181,110901HO,2011,F1H,HO8745,330,1,1,1,22.85714286
1182,110903HO,2011,F1H,HO7494,340,0,0,1,21.42857143
1183,110904HO,2011,F1H,HO0681,388,1,1,1,18.75
1184,110915HO,2011,F1H,HO8745,342,1,0,1,22.22222222
1185,110919HO,2011,F1H,HO8745,0,0,0,0,50.0
1186,110923HO,2011,F1H,HO0681,0,1,1,0,7.142857143
1187,110924HO,2011,F1H,HO0589,297,0,0,1,25.0
1188,110926HO,2011,F1H,HO7494,321,0,0,1,27.27272727
1189,110930HO,2011,F1H,HO0681,343,0,0,1,24.13793103
1190,110931HO,2011,F1H,HO8745,457,1,0,1,14.70588235
1191,110936HO,2011,F1H,HO7494,583,1,1,1,12.5
1192,110940HO,2011,F1H,HO8745,474,0,0,1,33.33333333
1193,110945HO,2011,F1H,HO0589,553,1,1,1,18.51851852
1194,110946HO,2011,F1H,HO8745,426,0,0,0,14.28571429
1195,110949HO,2011,F1H,HO8745,322,0,0,1,27.27272727
1196,110957HO,2011,F1H,HO7494,367,1,0,1,21.42857143
1197,110961HO,2011,F1H,HO7494,533,0,0,1,10.52631579
1198,110967HO,2011,F1H,HO7494,545,0,0,1,16.66666667
1199,110968HO,2011,EC,HO8745,490,0,0,1,30.76923077
1200,110969HO,2011,F1H,HO0681,388,0,1,1,21.875
1201,110970HO,2011,F1H,HO8745,632,1,1,1,19.04761905
1202,110971HO,2011,F1H,HO0681,503,1,0,1,12.12121212
1203,110972HO,2011,F1H,HO7494,355,1,0,1,22.58064516
1204,110975HO,2011,F1H,HO7494,401,0,0,1,25.0
1205,110979HO,2011,F1H,HO7494,327,1,0,0,12.5
1206,110982HO,2011,F1H,HO7494,319,1,1,1,13.33333333
1207,110986HO,2011,F1H,HO7494,401,1,1,1,15.625
1208,110990HO,2011,F1H,HO7494,330,0,0,1,21.05263158
1209,111003HO,2011,F1H,HO8161,647,0,1,1,22.72727273
1210,111005HO,2011,F1H,HO7494,396,1,0,1,18.42105263
1211,111016HO,2011,F1H,HO7494,405,0,0,1,21.875
1212,111019HO,2011,F1H,HO0681,337,0,0,1,23.07692308
1214,111024HO,2011,F1H,HO0681,404,1,0,1,24.13793103
1215,111029HO,2011,F1H,HO0681,303,1,0,1,27.27272727
1216,111031HO,2011,F1H,HO8161,384,1,1,1,22.58064516
1217,111049HO,2011,F1H,HO8161,357,0,0,1,23.80952381
1218,111050HO,2011,F1H,HO8161,342,0,0,1,28.57142857
1219,111053HO,2011,F1H,HO8161,431,0,0,1,31.25
1220,111054HO,2011,F1H,HO8161,391,1,1,1,23.33333333
1221,111058HO,2011,F1H,HO8161,0,0,0,0,0.0
1222,111068HO,2011,F1H,HO0681,407,1,1,1,14.28571429
1223,111070HO,2011,F1H,HO8161,317,1,1,1,24.0
1224,111073HO,2011,F1H,HO8161,326,1,0,1,26.66666667
1225,111084HO,2011,F1H,HO8161,333,0,1,1,22.58064516
1226,111097HO,2011,F1H,HO8745,371,1,0,1,21.21212121
1227,111106HO,2011,F1H,HO8161,336,0,0,1,25.0
1228,111109HO,2011,F1H,HO8161,349,0,0,1,22.22222222
1229,111120HO,2011,F1H,HO8161,0,0,0,0,33.33333333
1230,111124HO,2011,F1H,HO8161,211,1,0,1,28.57142857
1231,111126HO,2011,F1H,HO8161,324,1,0,1,22.22222222
1232,111131HO,2011,F1H,HO8161,343,0,0,1,20.68965517
1233,111142HO,2011,F1H,HO8161,534,1,1,1,20.58823529
1235,113389SD,2011,F1H,H9247,404,0,1,1,14.28571429
1236,113406SD,2011,F1H,H7979,384,0,0,1,22.22222222
1237,113422SD,2011,F1H,H8161,330,0,0,1,19.23076923
1238,113481SD,2011,F1H,H6992,0,1,1,0,0.0
1239,113489SD,2011,F1H,H7979,334,0,0,0,11.11111111
1240,113603SD,2011,F1H,BR,328,1,0,1,19.23076923
1241,113639SD,2011,F1H,H6992,371,0,0,1,9.090909091
1242,113718SD,2011,F1H,H7494,517,1,1,1,15.38461538
1243,113743SD,2011,F1H,H7494,667,1,1,1,6.666666667
1244,113762SD,2011,F1H,H10188,549,1,0,1,20.0
1245,113771SD,2011,F1H,H9247,372,0,0,1,25.0
1246,113796SD,2011,F1H,HOL,0,0,0,1,20.0
1247,113800SD,2011,F1H,H10356,354,1,0,1,16.66666667
1248,113823SD,2011,F1H,H7979,395,1,1,1,15.625
1249,113832SD,2011,F1H,H8161,347,0,0,1,7.692307692000001
1250,113838SD,2011,F1H,H8161,386,1,0,1,16.66666667
1251,113841SD,2011,F1H,H7979,569,1,0,1,17.24137931
1252,113884SD,2011,F1H,H7494,337,0,0,1,21.42857143
1253,113886SD,2011,F1H,H7494,499,1,1,1,16.12903226
1255,113932SD,2011,F1H,H7494,396,0,0,1,16.66666667
1256,113938SD,2011,F1H,H8745,293,0,0,1,20.0
1257,113942SD,2011,F1H,H10188,320,1,0,1,18.18181818
1258,113953SD,2011,F1H,H9900,354,0,0,1,8.333333332999999
1259,113967SD,2011,F1H,H7494,337,1,1,1,17.24137931
1260,113969SD,2011,F1H,H8347,514,1,0,1,10.0
1261,113974SD,2011,F1H,H8161,310,0,0,1,16.66666667
1262,113980SD,2011,F1H,H7494,516,1,1,1,17.24137931
1263,113986SD,2011,F1H,H6992,341,0,0,1,19.23076923
1264,113996SD,2011,F1H,H6992,375,0,0,1,9.090909091
1265,114001SD,2011,F1H,H8161,405,0,0,1,26.08695652
1266,114004SD,2011,F1H,H6992,581,1,1,1,10.0
1267,114005SD,2011,F1H,H6992,405,0,0,1,8.333333332999999
1268,114010SD,2011,F1H,H8347,357,1,0,1,20.83333333
1269,114017SD,2011,F1H,H7494,0,0,1,0,0.0
1270,114021SD,2011,F1H,H8161,358,0,0,1,25.92592593
1271,114025SD,2011,F1H,H9504,305,0,0,1,30.0
1272,114029SD,2011,F1H,H8347,323,0,0,1,20.83333333
1273,114031SD,2011,F1H,H8347,445,1,1,1,11.42857143
1274,114034SD,2011,F1H,H9900,490,0,0,1,15.38461538
1275,114036SD,2011,F1H,H8347,434,1,0,1,16.0
1276,114040SD,2011,F1H,H7494,404,0,0,1,16.66666667
1277,114044SD,2011,F1H,H8745,415,0,0,1,26.08695652
1278,114046SD,2011,F1H,H6992,539,0,0,1,22.22222222
1279,114052SD,2011,F1H,H6992,662,1,1,1,8.695652174
1280,114054SD,2011,F1H,H8745,424,1,0,1,27.27272727
1281,114060SD,2011,F1H,H8347,389,0,0,1,19.04761905
1282,114061SD,2011,F1H,H9504,487,0,0,1,19.23076923
1283,114071SD,2011,F1H,H8161,364,1,0,1,16.66666667
1284,114082SD,2011,F1H,H9900,526,1,0,1,11.53846154
1285,114085SD,2011,F1H,H8161,326,1,1,1,20.0
1286,114088SD,2011,F1H,H9900,320,0,0,1,19.04761905
1287,114089SD,2011,F1H,H7494,419,0,0,1,22.72727273
1288,114090SD,2011,F1H,H7494,432,1,0,1,11.11111111
1289,114092SD,2011,F1H,H9504,376,0,0,1,7.142857143
1290,114093SD,2011,F1H,H7494,358,1,0,1,17.39130435
1291,114109SD,2011,F1H,H9504,372,1,0,1,12.90322581
1292,114113SD,2011,F1H,H8161,341,1,0,1,10.71428571
1293,114115SD,2011,F1H,H8161,359,1,0,1,9.523809523999999
1294,114121SD,2011,F1H,H7494,514,1,1,1,11.53846154
1295,114127SD,2011,F1H,H7494,461,1,0,1,18.51851852
1296,114133SD,2011,F1H,H8161,478,1,0,1,7.692307692000001
1297,114138SD,2011,F1H,H7494,403,1,0,1,13.33333333
1298,114139SD,2011,F1H,HOL,325,0,0,1,25.0
1299,114141SD,2011,F1H,H7494,550,1,0,1,12.90322581
1301,114153SD,2011,F1H,H6440,306,0,1,1,16.0
1302,114155SD,2011,F1H,H8161,327,0,0,1,17.24137931
1303,114161SD,2011,F1H,H8161,301,0,0,1,27.77777778
1304,114171SD,2011,F1H,H8161,328,0,0,1,15.38461538
1305,114172SD,2011,F1H,H6440,492,1,1,1,15.625
1306,114173SD,2011,F1H,H8161,507,1,1,1,15.38461538
1307,114181SD,2011,F1H,H7494,545,1,1,1,19.35483871
1308,114183SD,2011,F1H,H8161,322,1,1,1,8.695652174
1309,114187SD,2011,F1H,H8161,328,0,0,1,14.28571429
1310,114192SD,2011,F1H,H9711,355,1,0,1,22.72727273
1311,114194SD,2011,F1H,H7494,411,0,1,1,19.35483871
1312,114195SD,2011,F1H,H7979,339,0,0,1,16.0
1314,114200SD,2011,F1H,H10356,310,0,0,1,23.80952381
1315,114220SD,2011,F1H,H9900,345,0,0,1,24.0
1316,114232SD,2011,F1H,H8161,334,1,0,1,17.24137931
1318,114237SD,2011,F1H,H8745,320,0,0,1,19.04761905
1319,114269SD,2011,F1H,H0594,315,0,0,1,6.666666667
1320,114273SD,2011,F1H,H10356,355,0,0,1,21.73913043
1321,114284SD,2011,F1H,H10188,340,0,0,1,27.27272727
1322,114290SD,2011,F1H,H8347,489,1,1,1,9.677419355
1323,114294SD,2011,F1H,H10356,420,0,0,1,18.51851852
1324,114297SD,2011,F1H,H8161,330,1,0,1,21.42857143
1325,114317SD,2011,F1H,H10188,331,0,0,1,14.28571429
1326,114336SD,2011,F1H,H9711,0,0,0,0,33.33333333
1328,120001CA,2012,F1H,HOL,355,1,1,1,25.0
1329,120001SD,2012,F1H,H9900,692,1,1,1,7.692307692000001
1330,120002SD,2012,F1H,H9900,349,0,1,1,7.142857143
1332,120003HO,2012,F1H,HO9900,313,1,0,1,21.42857143
1333,120004CA,2012,F1H,BR,337,0,0,1,20.83333333
1334,120004HO,2012,F1H,HO8161,312,1,0,1,27.27272727
1335,120004SD,2012,F1H,HOL,331,1,0,1,24.0
1336,120005HO,2012,F1H,HO9504,319,1,1,1,18.18181818
1337,120006CA,2012,F1H,BR,0,1,0,1,0.0
1338,120006HO,2012,F1H,HO9711,311,1,1,1,20.68965517
1340,120007CA,2012,F1H,BR,377,1,1,1,18.18181818
1341,120007SD,2012,F1H,H9900,344,0,0,1,16.66666667
1342,120008CA,2012,F1H,BR,341,0,0,1,15.0
1343,120008SD,2012,F1H,H9711,570,1,1,1,14.70588235
1344,120009CA,2012,F1H,HOL,355,1,1,1,17.85714286
1345,120009HO,2012,F1H,HO9900,387,0,0,1,26.66666667
1346,120009SD,2012,F1H,H8161,323,0,0,1,26.92307692
1348,120010CA,2012,F1H,BR,302,0,0,1,23.07692308
1350,120011HO,2012,F1H,HO9900,0,0,0,0,50.0
1351,120011SD,2012,F1H,H8161,405,0,0,1,25.0
1352,120013SD,2012,F1H,H9900,315,1,1,1,14.28571429
1354,120014SD,2012,F1H,H0900,328,0,0,1,22.72727273
1355,120015HO,2012,F1H,HO9900,321,0,0,1,16.0
1356,120016HO,2012,F1H,HO9504,0,0,0,0,50.0
1358,120018HO,2012,F1H,HO9900,361,1,0,1,23.07692308
1359,120020HO,2012,F1H,HO9504,330,0,0,0,33.33333333
1360,120021HO,2012,F1H,HO9504,367,0,0,1,37.5
1361,120021SD,2012,F1H,H0900,324,1,0,1,20.68965517
1363,120022SD,2012,F1H,H7494,408,1,0,1,14.81481481
1364,120023HO,2012,F1H,HO8161,354,1,1,1,25.0
1365,120023SD,2012,F1H,H8161,560,1,0,1,12.90322581
1366,120024HO,2012,F1H,HO8161,505,1,0,1,20.0
1367,120024SD,2012,F1H,H9900,411,1,0,1,16.66666667
1369,120025SD,2012,F1H,H9711,370,0,0,1,12.90322581
1370,120026HO,2012,F1H,HO9504,301,1,0,1,14.81481481
