,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO,ovder,ovizq,utero,Efectividad,DIM
983,110281HO,2011,F1H,HO7681,0,0,0,0,16.66666667,196.0
985,110282HO,2011,F1H,HO8516,430,1,1,1,7.407407407000001,387.66666666699996
990,110287HO,2011,F1H,HO7681,321,1,0,1,19.35483871,279.0
991,110290HO,2011,F1H,HO0589,0,0,0,1,40.0,150.0
992,110291HO,2011,F1H,HO7681,441,0,1,1,23.33333333,189.2
996,110298HO,2011,F1H,HO7681,345,0,0,1,33.33333333,149.0
999,110304HO,2011,F1H,HO8161,400,1,0,1,13.33333333,207.5
1001,110305HO,2011,F1H,HO8161,414,0,0,1,23.52941176,268.0
1009,110314HO,2011,F1H,HO8745,358,1,1,1,12.90322581,221.5
1010,110316HO,2011,F1H,HO0589,361,1,0,1,13.51351351,221.75
1012,110319HO,2011,F1H,HO0681,408,1,0,1,26.66666667,153.66666666700002
1016,110329HO,2011,F1H,HO0681,361,1,0,1,14.70588235,216.5
1019,110335HO,2011,F1H,HO8161,530,1,1,1,15.38461538,298.75
1021,110337HO,2011,F1H,HO0681,375,1,0,1,18.91891892,303.333333333
1022,110338HO,2011,F1H,HO8745,333,0,0,1,36.36363636,179.66666666700002
1023,110339HO,2011,F1H,H0681,311,0,0,1,31.25,202.33333333299998
1024,110340HO,2011,F1H,HO7681,0,0,0,0,33.33333333,98.0
1026,110341JE,2011,F1J,JE5181,322,1,0,1,16.66666667,209.5
1028,110342HO,2011,F1H,HO8161,327,1,0,1,25.80645161,255.2
1030,110343HO,2011,F1H,HO7681,343,1,0,1,14.70588235,249.2
1043,110355HO,2011,F1H,HO7681,0,1,1,0,16.66666667,393.0
1046,110358HO,2011,F1H,HO8161,369,1,0,1,16.66666667,175.5
1047,110359HO,2011,F1H,HO8161,367,1,1,1,25.0,250.2
1049,110360HO,2011,F1H,HO0589,326,0,0,1,25.0,255.6
1053,110367HO,2011,F1H,HO8161,402,1,1,1,21.42857143,286.25
1057,110370HO,2011,F1H,HOL,383,1,0,1,20.68965517,316.25
1058,110376HO,2011,F1H,HO8745,553,0,0,1,26.31578947,262.5
1059,110382HO,2011,F1H,HO8745,379,1,1,1,16.12903226,307.75
1060,110406HO,2011,F1H,HO0778,328,1,0,1,25.0,204.5
1061,110410HO,2011,F1H,HO8745,364,1,1,1,15.38461538,274.5
1062,110412JE,2011,F1J,JE5181,459,0,1,1,20.0,199.0
1063,110413HO,2011,F1H,H0681,493,0,0,1,25.0,180.25
1064,110417HO,2011,F1H,H0681,430,1,1,1,22.22222222,233.0
1065,110424HO,2011,F1H,H0681,308,0,0,1,21.875,222.6
1066,110426HO,2011,F1H,HO7816,527,1,1,1,14.70588235,244.75
1067,110438HO,2011,F1H,HO7816,377,1,1,1,14.28571429,299.333333333
1068,110439HO,2011,F1H,HO8745,614,1,1,1,20.0,290.25
1069,110442HO,2011,F1H,HO7816,360,1,0,1,25.0,186.5
1070,110443HO,2011,F1H,HO8516,544,0,0,1,35.71428571,187.5
1071,110450HO,2011,F1H,HO0589,349,1,0,1,19.23076923,250.25
1072,110454HO,2011,F1H,HO8516,459,1,1,1,20.68965517,233.0
1073,110462HO,2011,F1H,HO8745,0,0,0,1,14.28571429,141.0
1074,110474HO,2011,F1H,HO0585,475,1,1,1,14.70588235,330.666666667
1075,110484HO,2011,F1H,HOL,479,1,0,0,25.0,172.5
1076,110485HO,2011,F1H,HO8516,544,0,0,0,20.0,358.0
1077,110487HO,2011,F1H,HO8516,343,0,0,1,20.68965517,251.75
1078,110491HO,2011,F1H,HO0589,0,0,0,0,20.0,157.0
1079,110513HO,2011,F1H,HO0589,332,1,1,1,20.0,218.0
1080,110515HO,2011,F1H,HO0589,0,0,0,0,12.5,194.0
1081,110519HO,2011,F1H,HO0589,412,0,0,1,27.27272727,218.25
1082,110520HO,2011,F1H,HO0589,396,1,1,1,26.66666667,311.75
1083,110522HO,2011,F1H,HO0589,368,0,0,1,18.75,145.0
1084,110531HO,2011,F1H,HO0585,0,1,1,1,5.882352941000001,438.0
1085,110532HO,2011,F1H,HO7816,558,1,1,1,16.66666667,305.333333333
1086,110533HO,2011,F1H,HO0589,323,1,0,1,26.92307692,266.5
1087,110534HO,2011,F1H,HO0589,0,0,0,1,28.57142857,118.0
1088,110539HO,2011,F1H,HO7816,722,0,1,1,25.0,161.33333333299998
1089,110543HO,2011,EC,HO7816,302,0,0,1,14.28571429,299.5
1090,110547JE,2011,F1J,JERSEY,422,0,0,1,20.83333333,221.25
1091,110554HO,2011,F1H,HO8516,328,1,0,1,20.0,269.0
1092,110555HO,2011,F1H,HO8516,328,0,0,1,22.22222222,294.5
1093,110562HO,2011,F1H,H00589,363,1,0,1,19.04761905,244.0
1094,110563HO,2011,F1H,HOL,325,0,0,1,25.0,101.0
1095,110579HO,2011,F1H,HO8161,305,0,0,1,33.33333333,196.0
1096,110580HO,2011,F1H,HO0589,560,0,0,1,26.66666667,233.0
1097,110587HO,2011,F1H,HO0589,374,1,1,1,19.44444444,272.6
1098,110589HO,2011,F1H,HO8745,346,1,0,1,20.83333333,189.0
1099,110591HO,2011,F1H,HO7816,0,0,0,0,12.5,389.0
1100,110609HO,2011,F1H,HO0585,390,0,0,1,20.0,186.0
1101,110613HO,2011,F1H,HO0589,323,0,0,1,23.07692308,122.0
1102,110614HO,2011,F1H,HO0589,338,0,0,1,40.0,81.0
1103,110615HO,2011,F1H,HO7816,336,1,0,1,14.28571429,274.0
1104,110617HO,2011,F1H,HO0589,395,1,1,1,18.75,222.5
1105,110636HO,2011,F1H,HO0585,567,1,0,1,12.0,276.666666667
1106,110639HO,2011,F1H,HO8745,394,1,0,1,13.63636364,181.5
1108,110644HO,2011,F1H,H0681,323,1,0,1,20.0,189.5
1109,110654HO,2011,F1H,HO7816,398,1,1,1,17.14285714,342.333333333
1110,110657HO,2011,F1H,HO0589,0,0,0,1,16.66666667,160.0
1111,110658HO,2011,F1H,HO8745,442,1,1,1,12.0,306.0
1112,110659HO,2011,F1H,HO0589,346,0,0,1,17.64705882,271.75
1113,110660HO,2011,EC,HO8161,342,0,1,1,30.0,130.0
1114,110662HO,2011,F1H,HO8516,483,1,1,1,16.12903226,321.666666667
1115,110664HO,2011,F1H,HO0778,337,0,0,1,23.52941176,247.33333333299998
1116,110668HO,2011,F1H,HO8745,333,1,0,1,39.13043478,289.25
1117,110669HO,2011,F1H,HO8745,685,1,1,1,20.0,221.33333333299998
1118,110670HO,2011,F1H,HO8745,322,1,1,1,18.18181818,197.0
1119,110671HO,2011,F1H,H0671,0,0,0,1,14.28571429,161.0
1120,110674HO,2011,F1H,HO8745,304,1,1,1,20.83333333,234.25
1121,110687HO,2011,F1H,HO8745,398,0,0,1,20.0,236.66666666700002
1122,110688HO,2011,F1H,HO8745,515,1,0,1,10.0,221.0
1123,110691HO,2011,F1H,HO8516,319,0,0,1,28.125,242.6
1124,110693HO,2011,F1H,HO8745,330,0,0,1,27.27272727,140.5
1125,110697HO,2011,F1H,HO0681,654,1,1,1,12.5,338.666666667
1126,110698HO,2011,F1H,HO0589,345,1,1,1,21.875,229.6
1127,110705HO,2011,F1H,HO0778,311,0,0,1,20.0,196.4
1128,110707HO,2011,F1H,HO8745,306,1,0,1,20.83333333,161.5
1129,110708HO,2011,F1H,HO8516,502,1,1,1,28.0,216.2
1130,110712HO,2011,F1H,HO0585,556,1,1,1,16.66666667,321.333333333
1131,110728HO,2011,F1H,HO7816,367,0,0,1,29.41176471,267.5
1132,110735HO,2011,F1H,HO0589,413,0,0,1,20.0,271.0
1133,110737HO,2011,F1H,HO0589,323,1,1,1,27.27272727,212.5
1134,110742HO,2011,F1H,HO8516,350,1,0,1,25.0,261.6
1135,110745HO,2011,F1H,HO0589,318,0,1,1,18.51851852,251.66666666700002
1136,110747HO,2011,F1H,HO0589,0,0,0,0,20.0,147.0
1137,110754HO,2011,F1H,HO8516,548,1,1,1,13.04347826,292.333333333
1138,110769HO,2011,F1H,HO0585,539,1,1,1,11.11111111,300.666666667
1139,110770HO,2011,F1H,HO8745,359,1,0,1,12.5,294.0
1140,110775HO,2011,F1H,HO8745,370,0,0,1,33.33333333,150.0
1141,110783HO,2011,F1H,HO0589,483,1,1,1,20.0,289.5
1142,110786HO,2011,F1H,HO8745,338,1,1,1,19.35483871,228.75
1143,110794HO,2011,F1H,HO8745,354,0,1,1,15.15151515,298.0
1144,110797HO,2011,F1H,HO8745,416,1,0,1,21.875,226.4
1145,110802HO,2011,F1H,HO0589,592,0,0,1,21.05263158,232.5
1146,110807HO,2011,F1H,HO8745,618,1,1,1,25.0,237.0
1147,110810HO,2011,F1H,HO0589,337,1,0,1,18.75,279.0
1148,110811HO,2011,F1H,HO8745,447,0,0,1,16.66666667,222.5
1149,110813HO,2011,F1H,HO8516,324,0,0,1,16.66666667,188.0
1150,110814HO,2011,F1H,HO8745,382,0,0,1,27.27272727,143.0
1151,110819HO,2011,F1H,HO8516,381,1,1,1,24.13793103,220.6
1152,110820HO,2011,F1H,HO0589,917,1,1,1,17.85714286,265.0
1153,110829HO,2011,F1H,HO8745,341,0,0,1,26.66666667,117.666666667
1154,110832HO,2011,F1H,HO8745,0,1,0,1,25.0,260.0
1155,110835HO,2011,F1H,HO0585,379,0,0,1,33.33333333,190.0
1156,110837HO,2011,F1H,HO8745,532,1,1,1,20.0,230.0
1157,110838HO,2011,F1H,HO8745,453,1,1,1,25.80645161,252.0
1158,110840HO,2011,F1H,HO8745,0,0,0,0,25.0,76.0
1159,110841HO,2011,F1H,HO8745,372,0,1,1,25.0,213.6
1160,110842HO,2011,F1H,HO0589,330,1,1,1,21.21212121,217.0
1161,110848HO,2011,F1H,HO8745,343,0,0,1,38.46153846,237.0
1162,110853HO,2011,F1H,HO0681,340,1,0,1,24.13793103,257.4
1163,110854HO,2011,F1H,HO0589,639,1,0,1,26.92307692,221.0
1164,110855HO,2011,F1H,HO0589,0,0,0,0,50.0,0.0
1165,110856HO,2011,F1H,HO8745,345,0,0,1,30.0,252.0
1166,110859HO,2011,F1H,HO8745,513,1,1,1,18.51851852,258.333333333
1167,110860HO,2011,F1H,HO8745,571,1,1,1,20.68965517,265.0
1168,110866HO,2011,F1H,HO0681,341,0,0,1,21.42857143,262.0
1169,110867HO,2011,F1H,HO0681,346,1,0,1,24.13793103,160.4
1170,110870HO,2011,F1H,HO8745,0,0,0,0,50.0,69.0
1171,110873HO,2011,F1H,HO0681,357,1,1,1,17.64705882,197.0
1172,110874HO,2011,F1H,HO0681,332,0,1,1,21.73913043,264.666666667
1173,110877HO,2011,F1H,HO8745,367,0,1,1,16.12903226,220.6
1174,110879HO,2011,F1H,HO8745,309,0,0,1,22.22222222,203.0
1175,110883HO,2011,EC,HO0681,554,1,1,1,16.66666667,272.666666667
1176,110887HO,2011,F1H,HO8745,390,1,0,1,20.68965517,224.0
1177,110894HO,2011,F1H,HO0681,378,0,1,1,13.33333333,273.5
1178,110895HO,2011,F1H,HO8745,0,0,0,1,14.28571429,244.0
1179,110896HO,2011,F1H,HO8745,450,1,1,1,20.0,306.333333333
1181,110901HO,2011,F1H,HO8745,330,1,1,1,22.85714286,276.0
1182,110903HO,2011,F1H,HO7494,340,0,0,1,21.42857143,225.5
1183,110904HO,2011,F1H,HO0681,388,1,1,1,18.75,164.0
1184,110915HO,2011,F1H,HO8745,342,1,0,1,22.22222222,228.6
1185,110919HO,2011,F1H,HO8745,0,0,0,0,50.0,65.0
1186,110923HO,2011,F1H,HO0681,0,1,1,0,7.142857143,479.0
1187,110924HO,2011,F1H,HO0589,297,0,0,1,25.0,185.5
1188,110926HO,2011,F1H,HO7494,321,0,0,1,27.27272727,278.5
1189,110930HO,2011,F1H,HO0681,343,0,0,1,24.13793103,260.8
1190,110931HO,2011,F1H,HO8745,457,1,0,1,14.70588235,216.5
1191,110936HO,2011,F1H,HO7494,583,1,1,1,12.5,302.0
1192,110940HO,2011,F1H,HO8745,474,0,0,1,33.33333333,154.0
1193,110945HO,2011,F1H,HO0589,553,1,1,1,18.51851852,240.0
1194,110946HO,2011,F1H,HO8745,426,0,0,0,14.28571429,223.5
1195,110949HO,2011,F1H,HO8745,322,0,0,1,27.27272727,195.5
1196,110957HO,2011,F1H,HO7494,367,1,0,1,21.42857143,301.75
1197,110961HO,2011,F1H,HO7494,533,0,0,1,10.52631579,228.0
1198,110967HO,2011,F1H,HO7494,545,0,0,1,16.66666667,243.0
1199,110968HO,2011,EC,HO8745,490,0,0,1,30.76923077,188.0
1200,110969HO,2011,F1H,HO0681,388,0,1,1,21.875,227.0
1201,110970HO,2011,F1H,HO8745,632,1,1,1,19.04761905,276.333333333
1202,110971HO,2011,F1H,HO0681,503,1,0,1,12.12121212,333.666666667
1203,110972HO,2011,F1H,HO7494,355,1,0,1,22.58064516,208.75
1204,110975HO,2011,F1H,HO7494,401,0,0,1,25.0,278.0
1205,110979HO,2011,F1H,HO7494,327,1,0,0,12.5,335.0
1206,110982HO,2011,F1H,HO7494,319,1,1,1,13.33333333,293.0
1207,110986HO,2011,F1H,HO7494,401,1,1,1,15.625,290.666666667
1208,110990HO,2011,F1H,HO7494,330,0,0,1,21.05263158,102.333333333
1209,111003HO,2011,F1H,HO8161,647,0,1,1,22.72727273,262.75
1210,111005HO,2011,F1H,HO7494,396,1,0,1,18.42105263,241.75
1211,111016HO,2011,F1H,HO7494,405,0,0,1,21.875,321.0
1212,111019HO,2011,F1H,HO0681,337,0,0,1,23.07692308,193.4
1214,111024HO,2011,F1H,HO0681,404,1,0,1,24.13793103,222.0
1215,111029HO,2011,F1H,HO0681,303,1,0,1,27.27272727,161.5
1216,111031HO,2011,F1H,HO8161,384,1,1,1,22.58064516,270.75
1217,111049HO,2011,F1H,HO8161,357,0,0,1,23.80952381,179.0
1218,111050HO,2011,F1H,HO8161,342,0,0,1,28.57142857,216.25
1219,111053HO,2011,F1H,HO8161,431,0,0,1,31.25,229.0
1220,111054HO,2011,F1H,HO8161,391,1,1,1,23.33333333,227.2
1222,111068HO,2011,F1H,HO0681,407,1,1,1,14.28571429,214.75
1223,111070HO,2011,F1H,HO8161,317,1,1,1,24.0,190.0
1224,111073HO,2011,F1H,HO8161,326,1,0,1,26.66666667,243.2
1225,111084HO,2011,F1H,HO8161,333,0,1,1,22.58064516,237.6
1226,111097HO,2011,F1H,HO8745,371,1,0,1,21.21212121,295.75
1227,111106HO,2011,F1H,HO8161,336,0,0,1,25.0,266.4
1228,111109HO,2011,F1H,HO8161,349,0,0,1,22.22222222,258.25
1230,111124HO,2011,F1H,HO8161,211,1,0,1,28.57142857,185.33333333299998
1231,111126HO,2011,F1H,HO8161,324,1,0,1,22.22222222,243.2
1232,111131HO,2011,F1H,HO8161,343,0,0,1,20.68965517,291.25
1233,111142HO,2011,F1H,HO8161,534,1,1,1,20.58823529,289.0
1235,113389SD,2011,F1H,H9247,404,0,1,1,14.28571429,301.75
1236,113406SD,2011,F1H,H7979,384,0,0,1,22.22222222,98.5
