,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO
1378,120031HO,2012,F1H,HO8347,546
1379,120032,2012,1/4HOL,BR,0
1380,120032HO,2012,F1H,HO8347,378
1381,120032SD,2012,F1H,H9900,390
1382,120033SD,2012,F1H,H9711,343
1383,120034HO,2012,F1H,HO9711,457
1384,120034PL,2012,F1H,HO11572,361
1385,120035HO,2012,F1H,HO8161,289
1386,120035SD,2012,F1H,H9900,48
1387,120036,2012,1/4HOL,BR,0
1388,120036HO,2012,F1H,HO8161,374
1389,120036SD,2012,F1H,H9504,472
1390,120037HO,2012,F1H,HO9711,576
1391,120038HO,2012,F1H,HO9900,353
1392,120038SD,2012,F1H,H7494,360
1393,120039,2012,1/4HOL,BR,0
1394,120039HO,2012,F1H,HO9711,326
1395,120040,2012,1/4HOL,BR,0
1396,120040HO,2012,F1H,HO8161,382
1397,120040SD,2012,F1H,H7494,332
1398,120041HO,2012,F1H,HO9711,366
1399,120041SD,2012,F1H,H9711,631
1400,120042HO,2012,F1H,HO9711,405
1401,120043,2012,1/4HOL,BR,0
1402,120043HO,2012,F1H,HO9504,379
1403,120044,2012,1/4HOL,BR,0
1404,120044HO,2012,F1H,HO9711,332
1405,120045HO,2012,F1H,HO9711,344
1406,120045PL,2012,F1H,HO11572,0
1407,120046,2012,1/4HOL,BR,0
1408,120046HO,2012,F1H,HO9711,352
1409,120047HO,2012,F1H,HO9711,337
1410,120047SD,2012,F1H,H9900,374
1411,120048,2012,1/4HOL,BR,0
1412,120048HO,2012,F1H,HO8161,327
1413,120049HO,2012,F1H,HO9504,478
1414,120050HO,2012,F1H,HO9504,417
1415,120051,2012,1/4HOL,BR,0
1416,120051HO,2012,F1H,HO8161,0
1417,120052PL,2012,F1H,HO11572,554
1418,120052SD,2012,F1H,H8161,330
1419,120053HO,2012,F1H,HO8347,323
1420,120053SD,2012,F1H,H8161,320
1421,120054,2012,1/4HOL,BR,0
1422,120054HO,2012,F1H,HO9711,379
1423,120054SD,2012,F1H,H8161,310
1424,120055HO,2012,F1H,HO9711,258
1425,120056,2012,1/4HOL,BR,0
1426,120056HO,2012,F1H,HO8347,0
1427,120056SD,2012,F1H,H9711,317
1428,120057,2012,1/4HOL,BR,0
1429,120057HO,2012,F1H,HO9711,323
1430,120057SD,2012,F1H,H8161,336
1431,120058,2012,1/4HOL,BR,0
1432,120058HO,2012,F1H,HO9504,330
1433,120058PL,2012,F1H,HO11572,308
1434,120059SD,2012,F1H,H8161,325
1435,120060HO,2012,F1H,HO9504,482
1436,120061,2012,1/4HOL,BR,0
1437,120061HO,2012,F1H,HO9504,638
1438,120063,2012,1/4HOL,BR,0
1439,120063HO,2012,F1H,HO9504,452
1440,120063SD,2012,F1H,HOL,548
1441,120064,2012,1/4HOL,BR,0
1442,120064HO,2012,F1H,HO9504,326
1443,120065,2012,1/4HOL,BR,0
1444,120067,2012,1/4HOL,BR,0
1445,120067HO,2012,F1H,HO0550,0
1446,120068HO,2012,F1H,HO9504,463
1447,120069,2012,1/4HOL,BR,0
1448,120069HO,2012,F1H,HO8161,319
1449,120070,2012,1/4HOL,BR,0
1450,120070SD,2012,F1H,H9900,460
1451,120071,2012,1/4HOL,BR,0
1452,120071HO,2012,F1H,HO0550,0
1453,120072HO,2012,F1H,HO8161,378
1454,120072SD,2012,F1H,H7494,397
1455,120073HO,2012,F1H,HO8161,0
1456,120073SD,2012,F1H,H9711,464
1457,120074HO,2012,F1H,HO9504,0
1458,120075,2012,1/4HOL,BR,0
1459,120075PL,2012,F1H,HO11572,289
1460,120077HO,2012,F1H,HO0550,350
1461,120077SD,2012,F1H,H9711,308
1462,120079,2012,1/4HOL,BR,0
1463,120080,2012,1/4HOL,BR,0
1464,120080HO,2012,F1H,HO8161,328
1465,120081,2012,1/4HOL,BR,0
1466,120081SD,2012,F1H,H9504,492
1467,120082,2012,1/4HOL,BR,0
1468,120083,2012,1/4HOL,BR,0
1469,120083SD,2012,F1H,H9711,348
1470,120084HO,2012,F1H,HO9504,0
1471,120085,2012,1/4HOL,BR,0
1472,120088,2012,1/4HOL,BR,0
1473,120089,2012,1/4HOL,BR,0
1474,120090,2012,1/4HOL,BR,0
1475,120090HO,2012,F1H,HO8161,405
1476,120093,2012,1/4HOL,BR,0
1477,120094PL,2012,F1H,HO11572,550
1478,120095,2012,1/4HOL,BR,0
1479,120095PL,2012,F1H,HO11572,318
1480,120095SD,2012,F1H,H7494,318
1481,120098HO,2012,F1H,HO9504,0
1482,120098SD,2012,F1H,H9711,462
1483,120099PL,2012,F1H,HO11572,340
1484,120099SD,2012,F1H,H9711,371
1485,120100,2012,1/4HOL,BR,0
1486,120102,2012,1/4HOL,BR,0
1487,120102SD,2012,F1H,H9900,321
1488,120103,2012,1/4HOL,BR,0
1489,120103SD,2012,F1H,H7494,355
1490,120104,2012,1/4HOL,BR,0
1491,120104SD,2012,F1H,H7494,559
1492,120105,2012,1/4HOL,BR,0
1493,120105SD,2012,F1H,H7494,397
1494,120106SD,2012,F1H,H8161,325
1495,120107,2012,1/4HOL,BR,0
1496,120110,2012,1/4HOL,BR,0
1497,1201112,2012,1/4HOL,BR,0
1498,120112BA,2012,F1H,HOL,0
1499,120112PL,2012,F1H,HO11572,541
1500,120112SD,2012,F1H,H7494,432
1501,120113HO,2012,F1H,HO8161,343
1502,120113SD,2012,F1H,H9900,530
1503,120114,2012,1/4HOL,BR,0
1504,120115,2012,1/4HOL,BR,0
1505,120115HO,2012,F1H,HO9504,433
1506,120115PL,2012,F1H,HO11572,350
1507,120116,2012,1/4HOL,BR,0
1508,120117,2012,1/4HOL,BR,0
1509,120117HO,2012,F1H,HO9504,355
1510,120118HO,2012,F1H,HO9504,361
1511,120118SD,2012,F1H,H9711,319
1512,120119,2012,1/4HOL,BR,0
1513,120119HO,2012,F1H,HO9504,403
1514,120119SD,2012,F1H,H8161,308
1515,120122,2012,1/4HOL,BR,0
1516,120122SD,2012,F1H,H9900,671
1517,120123,2012,1/4HOL,BR,0
1518,120123SD,2012,F1H,H8161,312
1519,120128SD,2012,F1H,H8161,308
1520,120129PL,2012,F1H,HO11572,330
1521,120130,2012,1/4HOL,BR,0
1522,120130HO,2012,F1H,HO9504,437
1523,120131,2012,1/4HOL,BR,0
1524,120131SD,2012,F1H,H9504,335
1525,120132,2012,1/4HOL,BR,0
1526,120133,2012,1/4HOL,BR,0
1527,120133SD,2012,F1H,H7494,621
1528,120134,2012,1/4HOL,BR,0
1529,120136SD,2012,F1H,H9900,389
1530,120137,2012,1/4HOL,BR,0
1531,120137SD,2012,F1H,H9900,324
1532,120138,2012,1/4HOL,BR,0
1533,120138SD,2012,F1H,H7494,424
1534,120139,2012,1/4HOL,BR,0
1535,120139HO,2012,F1H,HO8161,328
1536,120139SD,2012,F1H,H9504,364
1537,120140,2012,1/4HOL,BR,0
1538,120141SD,2012,F1H,H7494,522
1539,120142SD,2012,F1H,H9900,320
1540,120144,2012,1/4HOL,BR,0
1541,120144SD,2012,F1H,H9504,128
1542,120145SD,2012,F1H,H9711,328
1543,120149,2012,1/4HOL,BR,0
1544,120149SD,2012,F1H,H7494,414
1545,120150HO,2012,F1H,HO8161,364
1546,120153SD,2012,F1H,H9711,310
1547,120154SD,2012,F1H,H9900,309
1548,120155PL,2012,F1H,HO11572,592
1549,120156PL,2012,F1H,HO11572,311
1550,120157SD,2012,F1H,H7494,316
1551,120158,2012,1/4HOL,BR,0
1552,120159,2012,1/4HOL,BR,0
1553,120160SD,2012,F1H,H7494,369
1554,120161,2012,1/4HOL,BR,0
1555,120163SD,2012,F1H,H9711,304
1556,120164PL,2012,F1H,HO11572,318
1557,120165PL,2012,F1H,HO11572,313
1558,120166,2012,1/4HOL,BR,0
1559,120167SD,2012,F1H,H9504,385
1560,120169,2012,1/4HOL,BR,0
1561,120169SD,2012,F1H,H8161,317
1562,120170,2012,1/4HOL,BR,0
1563,120170HO,2012,F1H,HO1347,0
1564,120171,2012,1/4HOL,BR,0
1565,120171HO,2012,F1H,HO9504,342
1566,120171SD,2012,F1H,H9900,555
1567,120172,2012,1/4HOL,BR,0
1568,120173,2012,1/4HOL,BR,0
1569,120175SD,2012,F1H,H0900,380
1570,120179,2012,1/4HOL,BR,0
1571,120179HO,2012,F1H,HO8161,310
1572,120182,2012,1/4HOL,BR,0
1573,120182SD,2012,F1H,H8161,371
1574,120183HO,2012,F1H,HO9504,382
1575,120183SD,2012,F1H,H9711,480
1576,120184,2012,1/4HOL,BR,0
1577,120184HO,2012,F1H,HO1347,349
1578,120188HO,2012,F1H,HO0550,300
1579,120190,2012,1/4HOL,BR,0
1580,120190SD,2012,F1H,H9504,411
1581,120191,2012,1/4HOL,BR,0
1582,120191SD,2012,F1H,H9504,488
1583,120192,2012,1/4HOL,BR,0
1584,120193,2012,1/4HOL,BR,0
1585,120193PL,2012,F1H,HO11572,441
1586,120194,2012,1/4HOL,BR,0
1587,120194PL,2012,F1H,HO11572,427
1588,120195,2012,1/4HOL,BR,0
1589,120197SD,2012,F1H,H9900,323
1590,120198HO,2012,F1H,HO8161,324
1591,120199,2012,1/4HOL,BR,0
1592,120200SD,2012,F1H,H9900,301
1593,120201,2012,1/4HOL,BR,0
1594,120202,2012,1/4HOL,BR,0
1595,120205,2012,1/4HOL,BR,0
1596,120206SD,2012,F1H,H7816,389
1597,120208SD,2012,F1H,H9711,561
1598,120213PL,2012,F1H,HO11572,307
1599,120214,2012,1/4HOL,BR,0
1600,120214SD,2012,F1H,H9900,450
1601,120215,2012,1/4HOL,BR,0
1602,120215SD,2012,F1H,H7494,421
1603,120217,2012,1/4HOL,BR,0
1604,120217HO,2012,F1H,HO9504,0
1605,120220,2012,1/4HOL,BR,0
1606,120221,2012,1/4HOL,BR,0
1607,120222,2012,1/4HOL,BR,0
1608,120224,2012,1/4HOL,BR,0
1609,120225,2012,1/4JER,BR,0
1610,120226,2012,1/4HOL,BR,0
1611,120227HO,2012,F1H,HO0550,754
1612,120227SD,2012,F1H,H9711,563
1613,120228,2012,1/4HOL,BR,0
1614,120228HO,2012,F1H,HO9504,0
1615,120231,2012,1/4HOL,BR,0
1616,120232SD,2012,F1H,H9504,425
1617,120233,2012,1/4HOL,BR,0
1618,120236HO,2012,F1H,HO9504,0
1619,120237,2012,1/4HOL,BR,0
1620,120238,2012,1/4HOL,BR,0
1621,120239,2012,1/4HOL,BR,0
1622,120239SD,2012,F1H,H9504,487
1623,120241,2012,1/4HOL,BR,0
1624,120242SD,2012,F1H,H9711,0
1625,120244SD,2012,F1H,H9900,376
1626,120245,2012,1/4HOL,BR,0
1627,120246,2012,1/4HOL,BR,0
1628,120248,2012,1/4HOL,BR,0
1629,120249SD,2012,F1H,H7816,376
1630,120251SD,2012,F1H,H9504,819
1631,120252,2012,1/4HOL,BR,0
1632,120253SD,2012,F1H,H7494,397
1633,120254HO,2012,F1H,HO8161,305
1634,120255,2012,1/4HOL,BR,0
1635,120255PL,2012,F1H,HO11572,313
1636,120256,2012,1/4HOL,BR,0
1637,120257,2012,1/4HOL,BR,0
1638,120257PL,2012,F1H,HO11572,314
1639,120258,2012,1/4HOL,BR,0
1640,120262,2012,1/4HOL,BR,0
1641,120264,2012,1/4HOL,BR,0
1642,120265,2012,1/4HOL,BR,0
1643,120265HO,2012,F1H,HO8161,326
1644,120267,2012,1/4HOL,BR,0
1645,120269,2012,1/4HOL,BR,0
1646,120271,2012,1/4HOL,BR,0
1647,120272PL,2012,F1H,HO11572,556
1648,120278,2012,1/4HOL,BR,0
1649,120279,2012,1/4HOL,BR,0
1650,120282HO,2012,F1H,HO8161,300
1651,120284,2012,1/4HOL,BR,0
1652,120284HO,2012,F1H,HO8161,505
1653,120289,2012,1/4HOL,BR,0
1654,120291,2012,1/4HOL,BR,0
1655,120291HO,2012,F1H,HOL,328
1656,120294PL,2012,F1H,HO11572,322
1657,120295,2012,1/4HOL,BR,0
1658,120296,2012,1/4HOL,BR,0
1659,120296PL,2012,F1H,HO11572,551
1660,120297,2012,1/4HOL,BR,0
1661,120299,2012,1/4HOL,BR,0
1662,120300,2012,1/4HOL,BR,0
1663,120300PL,2012,F1H,HO11572,330
1664,120301,2012,1/4HOL,BR,0
1665,120302,2012,1/4HOL,BR,0
1666,120305,2012,1/4HOL,BR,0
1667,120308,2012,1/4HOL,BR,0
1668,120309,2012,1/4HOL,BR,0
1669,120310PL,2012,F1H,HO11572,321
1670,120314,2012,1/4HOL,BR,0
1671,120316,2012,1/4HOL,BR,0
1672,120317,2012,1/4HOL,BR,0
1673,120320,2012,1/4HOL,BR,0
1674,120323,2012,1/4HOL,BR,0
1675,120326,2012,1/4HOL,BR,0
1676,120330,2012,1/4HOL,BR,0
1677,120331,2012,1/4HOL,BR,0
1678,120332,2012,1/4HOL,BR,0
1679,120333,2012,1/4HOL,BR,0
1680,120334,2012,1/4HOL,BR,0
1681,120335,2012,1/4HOL,BR,0
1682,120338,2012,1/4HOL,BR,0
1683,120342,2012,1/4HOL,BR,0
1684,120343,2012,1/4HOL,BR,0
1685,120347,2012,1/4HOL,BR,0
1686,120348,2012,1/4HOL,BR,0
1687,120349,2012,1/4HOL,BR,0
1688,120350,2012,1/4HOL,BR,0
1689,120353,2012,1/4HOL,BR,0
1690,120354,2012,1/4HOL,BR,0
1691,120358,2012,1/4HOL,BR,0
1692,120359,2012,1/4HOL,BR,0
1693,120361,2012,1/4HOL,BR,0
1694,120362,2012,1/4HOL,BR,0
1695,120363,2012,1/4HOL,BR,0
1696,120363PL,2012,F1H,HO11572,377
1697,120364,2012,1/4HOL,BR,0
1698,120365,2012,1/4HOL,BR,0
1699,120366,2012,1/4HOL,BR,0
1700,120367,2012,1/4HOL,BR,0
1701,120369,2012,1/4HOL,BR,0
1702,120370,2012,1/4HOL,BR,0
1703,120371,2012,1/4HOL,BR,0
1704,120372,2012,1/4HOL,BR,0
1705,120373,2012,1/4HOL,BR,0
1706,120374HO,2012,F1H,HO9504,385
1707,120375HO,2012,F1H,HO9504,414
1708,120376,2012,1/4HOL,BR,0
1709,120378,2012,1/4HOL,BR,0
1710,120380,2012,1/4HOL,BR,0
1711,120381,2012,1/4HOL,BR,0
1712,120383,2012,1/4HOL,BR,0
1713,120385,2012,1/4HOL,BR,0
1714,120386,2012,1/4HOL,BR,0
1715,120388,2012,1/4HOL,BR,0
1716,120390,2012,1/4HOL,BR,0
1717,120392PL,2012,F1H,HO11572,336
1718,120393,2012,1/4HOL,BR,0
1719,120394,2012,1/4HOL,BR,0
1720,120395,2012,1/4HOL,BR,0
1721,120396,2012,1/4HOL,BR,0
1722,120397,2012,1/4HOL,BR,0
1723,120398HO,2012,F1H,HO8161,0
1724,120399HO,2012,F1H,HO8161,325
1725,120401,2012,1/4HOL,BR,0
1726,120405,2012,1/4HOL,BR,0
1727,120406,2012,1/4HOL,BR,0
1728,120407HO,2012,F1H,HO7494,0
1729,120411,2012,1/4HOL,BR,0
1730,120412,2012,1/4HOL,BR,0
1731,120413HO,2012,F1H,HO9504,328
1732,120415,2012,1/4HOL,BR,0
1733,120415HO,2012,EC,HO7494,374
1734,120418,2012,1/4HOL,BR,0
1735,120418HO,2012,F1H,HO9504,0
1736,120420HO,2012,F1H,HO8161,0
1737,120421,2012,1/4HOL,BR,0
1738,120422HO,2012,F1H,HO8161,478
1739,120426,2012,1/4HOL,BR,0
1740,120427,2012,1/4HOL,BR,0
1741,120428,2012,1/4HOL,BR,0
1742,120430,2012,1/4HOL,BR,0
1743,120433,2012,1/4HOL,BR,0
1744,120434,2012,1/4HOL,BR,0
1745,120435,2012,1/4HOL,BR,0
1746,120436,2012,1/4HOL,BR,0
1747,120437,2012,1/4HOL,BR,0
1748,120441HO,2012,F1H,HO9504,456
1749,120442HO,2012,F1H,HO9504,288
1750,120443HO,2012,F1H,HO8161,398
1751,120449,2012,1/4HOL,BR,0
1752,120451HO,2012,F1H,HO9504,302
1753,120453,2012,1/4HOL,BR,0
1754,120454,2012,1/4HOL,BR,0
1755,120454HO,2012,F1H,HO8161,304
1756,120457HO,2012,F1H,HO9504,471
1757,120460,2012,1/4HOL,BR,0
1758,120462,2012,1/4HOL,BR,0
1759,120463HO,2012,F1H,HO8161,341
1760,120464,2012,1/4HOL,BR,0
1761,120465,2012,1/4HOL,BR,0
1762,120469HO,2012,F1H,HO9504,490
1763,120470,2012,1/4HOL,BR,0
1764,120471,2012,1/4HOL,BR,0
1765,120472HO,2012,EC,HO9504,0
1766,120474,2012,1/4HOL,BR,0
1767,120475,2012,1/4HOL,BR,0
1768,120477,2012,1/4HOL,BR,0
1769,120478,2012,1/4HOL,BR,0
1770,120480,2012,1/4HOL,BR,0
1771,120480HO,2012,F1H,HO8161,473
1772,120481HO,2012,F1H,HO7494,469
1773,120483HO,2012,F1H,HO8161,311
1774,120486,2012,1/4HOL,BR,0
1775,120487,2012,1/4HOL,BR,0
1776,120488,2012,1/4HOL,BR,0
1777,120493,2012,1/4HOL,BR,0
1778,120493HO,2012,F1H,HO6440,380
1779,120495,2012,1/4HOL,BR,0
1780,120495HO,2012,F1H,HO9504,377
1781,120497HO,2012,F1H,HO7494,333
1782,120499,2012,1/4HOL,BR,0
1783,120500,2012,1/4HOL,BR,0
1784,120500HO,2012,F1H,HO7494,401
1785,120501,2012,1/4HOL,BR,0
1786,120502,2012,1/4HOL,BR,0
1787,120502HO,2012,F1H,HO9504,401
1788,120503,2012,1/4HOL,BR,0
1789,120503HO,2012,F1H,HO9504,328
1790,120504,2012,1/4HOL,BR,0
1791,120504HO,2012,F1H,HO9504,366
1792,120505,2012,1/4HOL,BR,0
1793,120505HO,2012,F1H,HO6440,541
1794,120506,2012,1/4HOL,BR,0
1795,120507,2012,1/4HOL,BR,0
1796,120507HO,2012,F1H,HO7494,370
1797,120509,2012,1/4HOL,BR,0
1798,120509HO,2012,F1H,HO7494,394
1799,120510,2012,1/4HOL,BR,0
1800,120511,2012,1/4HOL,BR,0
1801,120512BA,2012,F1H,HOL,391
1802,120513HO,2012,F1H,HO9504,395
1803,120514HO,2012,F1H,HO9504,325
1804,120516,2012,1/4HOL,BR,0
1805,120517HO,2012,F1H,HO7494,542
1806,120518,2012,1/4HOL,BR,0
1807,120518HO,2012,F1H,HO7494,340
1808,120519,2012,1/4HOL,BR,0
1809,120521,2012,1/4HOL,BR,0
1810,120521HO,2012,F1H,HO9504,324
1811,120523,2012,1/4HOL,BR,0
1812,120523HO,2012,F1H,HO8161,329
1813,120524HO,2012,EC,HO9504,0
1814,120525,2012,1/4HOL,BR,0
1815,120526HO,2012,F1H,HO8161,405
1816,120527HO,2012,F1H,HO6440,476
1817,120528,2012,1/4HOL,BR,0
1818,120528HO,2012,F1H,HO9504,327
1819,120529,2012,1/4HOL,BR,0
1820,120531,2012,1/4HOL,BR,0
1821,120532,2012,1/4HOL,BR,0
1822,120535,2012,1/4HOL,BR,0
1823,120536,2012,1/4HOL,BR,0
1824,120538,2012,1/4HOL,BR,0
1825,120543,2012,1/4HOL,BR,0
1826,120545,2012,1/4HOL,BR,0
1827,120546HO,2012,F1H,HO9504,399
1828,120547,2012,1/4HOL,BR,0
1829,120548,2012,1/4HOL,BR,0
1830,120553,2012,1/4HOL,BR,0
1831,120554,2012,1/4HOL,BR,0
1832,120557,2012,1/4HOL,BR,0
1833,120557HO,2012,F1H,HO9504,296
1834,120558,2012,1/4HOL,BR,0
1835,120559HO,2012,F1H,HO6440,386
1836,120561,2012,1/4HOL,BR,0
1837,120565,2012,1/4HOL,BR,0
1838,120566HO,2012,F1H,HO9504,320
1839,120568,2012,1/4HOL,BR,0
1840,120569,2012,1/4HOL,BR,0
1841,120570,2012,1/4HOL,BR,0
1842,120571,2012,1/4HOL,BR,0
1843,120573,2012,1/4HOL,BR,0
1844,120576,2012,1/4HOL,BR,0
1845,120576HO,2012,F1H,HO9504,463
1846,120578HO,2012,F1H,HO7494,329
1847,120579HO,2012,F1H,HO6440,0
1848,120582,2012,1/4HOL,BR,0
1849,120583HO,2012,F1H,HO9504,294
1850,120586,2012,1/4HOL,BR,0
1851,120588HO,2012,F1H,HO9504,396
1852,120589,2012,1/4HOL,BR,0
1853,120590,2012,1/4HOL,BR,0
1854,120591,2012,1/4HOL,BR,0
1855,120591HO,2012,F1H,HO7494,332
1856,120592,2012,1/4HOL,BR,0
1857,120593HO,2012,F1H,HO7494,394
1858,120594,2012,1/4HOL,BR,0
1859,120595HO,2012,F1H,HO9504,0
1860,120597HO,2012,F1H,HO9504,353
1861,120598HO,2012,F1H,HO7494,489
1862,120605HO,2012,F1H,HO9504,322
1863,120607HO,2012,F1H,HO9504,316
1864,120609HO,2012,F1H,HO9504,341
1865,120612HO,2012,F1H,HO7823,334
1866,120613HO,2012,F1H,HO7494,516
1867,120626HO,2012,F1H,HO7823,476
1868,120629HO,2012,EC,HO7823,520
1869,120636HO,2012,F1H,HO6440,512
1870,120643HO,2012,F1H,HO7965,346
1871,120647HO,2012,F1H,HO7965,468
1872,120649HO,2012,F1H,HO7965,0
1873,120651HO,2012,F1H,HO9504,317
1874,120653HO,2012,F1H,HO7494,389
1875,120657HO,2012,F1H,HO7823,394
1876,120660HO,2012,F1H,HO7823,0
1877,120672HO,2012,F1H,HO6440,351
1878,120678HO,2012,F1H,HO7823,359
1879,120679HO,2012,F1H,HO7965,317
1880,120681HO,2012,F1H,HO7823,383
1881,120689HO,2012,F1H,HO7823,343
1882,120695HO,2012,F1H,HO7823,319
1883,120698HO,2012,F1H,HO6440,542
1884,120701HO,2012,F1H,HO7823,320
1885,120705HO,2012,F1H,HO7823,422
1886,120708HO,2012,F1H,HO9504,322
1887,120712BA,2012,F1H,HOL,539
1888,120716HO,2012,F1H,HO6440,328
1889,120723HO,2012,F1H,HO7823,333
1890,120725HO,2012,F1H,HO9504,462
1891,120728HO,2012,EC,HO7823,310
1892,120729HO,2012,F1H,HO6440,0
1893,120732HO,2012,F1H,HO6440,0
1894,120738HO,2012,F1H,HO7494,0
1895,120742HO,2012,F1H,HO7823,528
1896,120748HO,2012,F1H,HO7823,0
1897,120751HO,2012,EC,HO7823,364
1898,120755HO,2012,F1H,HO7965,313
1899,120757HO,2012,F1H,HO7965,280
1900,120763HO,2012,F1H,HO6440,563
1901,120768HO,2012,F1H,HO6440,0
1902,120771HO,2012,F1H,HO6440,323
1903,120781HO,2012,F1H,HO7823,0
1904,120789HO,2012,F1H,HO7965,324
1905,120794HO,2012,F1H,HO7965,0
1906,120796HO,2012,F1H,HO6440,0
1907,120798HO,2012,F1H,HO6440,342
1908,120803HO,2012,F1H,HO7965,582
1909,120804HO,2012,F1H,HO7965,414
1910,120809HO,2012,F1H,HO7961,387
1911,120829HO,2012,F1H,HO7823,379
1912,120847HO,2012,F1H,HO7965,469
1913,120851HO,2012,F1H,HO7965,409
1914,120853HO,2012,F1H,HO7965,373
1915,120863HO,2012,F1H,HO7965,329
1916,120864HO,2012,F1H,HO6440,620
1917,120872HO,2012,F1H,HO6440,356
1918,120883HO,2012,F1H,HO6440,0
1919,120884HO,2012,F1H,HO7823,336
1920,120887HO,2012,F1H,HO6440,313
1921,120891HO,2012,F1H,HO7494,319
1922,120894HO,2012,F1H,HO6440,420
1923,120898HO,2012,F1H,HO7965,382
1924,120904HO,2012,F1H,HO7965,600
1925,120911BA,2012,F1H,HOL,321
1926,120911HO,2012,F1H,HO7965,389
1927,120915HO,2012,F1H,HO7965,403
1928,120918HO,2012,F1H,HOL,525
1929,120922HO,2012,F1H,HO7965,327
1930,120923HO,2012,F1H,HO7965,387
1931,120924HO,2012,F1H,HO6440,442
1932,120925HO,2012,F1H,HO6440,480
1933,120943HO,2012,F1H,HO7965,388
1934,120954HO,2012,F1H,HO6440,340
1935,120958HO,2012,F1H,HO6440,328
1936,120999HO,2012,F1H,HO8745,357
1937,121011BA,2012,F1H,HOL,0
1938,121111BA,2012,F1H,HOL,332
1939,121211BA,2012,F1H,HOL,431
1940,121357SD,2012,F1H,H9711,505
1941,121390SD,2012,F1H,H9247,302
1942,121438SD,2012,F1H,H9711,0
1943,121456SD,2012,F1H,H9711,380
1944,121478SD,2012,F1H,H9900,320
1945,121506SD,2012,F1H,H10079,386
1946,121518SD,2012,F1H,H9900,331
1947,121584SD,2012,F1H,H8161,371
1948,121625SD,2012,F1H,H7494,521
1949,121633SD,2012,F1H,H8161,367
1950,123029SD,2012,F1H,H9900,395
1951,123155SD,2012,F1H,H9900,364
1952,123185SD,2012,F1H,H9711,339
1953,123200SD,2012,F1H,H10079,507
1954,123258SD,2012,F1H,H9711,308
1955,123280SD,2012,F1H,H8347,329
1956,123339SD,2012,F1H,H7494,910
1957,123342SD,2012,F1H,H10079,391
1958,123399SD,2012,F1H,H9711,342
1959,130000ME,2013,F1H,HOL,541
1960,130001CA,2013,F1H,HOL,580
1961,130001JO,2013,F1H,HOL,528
1962,130002CA,2013,F1H,HOL,0
1963,130002ME,2013,F1H,HOL,420
1964,130003JO,2013,F1H,HOL,553
1965,130004,2013,1/4HOL,BR,0
1966,130004HO,2013,F1H,HO7123,0
1967,130004PL,2013,F1H,HO11572,329
1968,130005CA,2013,F1H,HOL,296
1969,130005JO,2013,F1H,HOL,315
1970,130006CA,2013,F1H,HOL,307
1971,130006HO,2013,F1H,HO9578,0
1972,130007JO,2013,F1H,HOL,405
1973,130008HO,2013,F1H,HO7123,595
1974,130009HO,2013,F1H,HO7123,405
1975,130009JO,2013,F1H,HOL,553
1976,130010CA,2013,F1H,HOL,294
1977,130011,2013,1/4HOL,BR,0
1978,130011CA,2013,F1H,HOL,395
1979,130011PL,2013,F1H,HO11572,310
1980,130012,2013,1/4HOL,BR,0
1981,130012HO,2013,F1H,HO9578,330
1982,130012PL,2013,F1H,HO11572,381
1983,130013,2013,1/4HOL,BR,0
1984,130013CA,2013,F1H,HOL,297
1985,130013HO,2013,F1H,HO9578,436
1986,130014HO,2013,F1H,HO7123,399
1987,130015,2013,1/4HOL,BR,0
1988,130015HO,2013,F1H,HOL,0
1989,130016,2013,1/4HOL,BR,0
1990,130016JO,2013,F1H,HOL,346
1991,130016PL,2013,F1H,HO11572,316
1992,130017HO,2013,F1H,HO7123,0
1993,130017JO,2013,F1H,HOL,317
1994,130017PL,2013,F1H,HO11572,345
1995,130018,2013,1/4HOL,BR,0
1996,130018HO,2013,F1H,HO9578,426
1997,130018ME,2013,F1H,HOL,344
1998,130019HO,2013,F1H,HOL,459
1999,130020,2013,1/4HOL,BR,0
2000,130020JO,2013,F1H,HOL,333
2001,130021JO,2013,F1H,HOL,328
2002,130022HO,2013,F1H,HO9578,463
2003,130022JO,2013,F1H,HOL,480
2004,130023,2013,1/4HOL,BR,0
2005,130023HO,2013,F1H,HO9578,716
2006,130023JO,2013,F1H,HOL,323
2007,130024HO,2013,F1H,HO7123,347
2008,130024JO,2013,F1H,HOL,337
2009,130024ME,2013,F1H,HOL,367
2010,130025JO,2013,F1H,HOL,314
2011,130026,2013,1/4HOL,BR,0
2012,130026PL,2013,F1H,HO11572,356
2013,130027,2013,1/4HOL,BR,0
2014,130027JO,2013,F1H,HOL,308
2015,130028HO,2013,F1H,HO7123,0
2016,130028JO,2013,F1H,HOL,339
2017,130028PL,2013,F1H,HO11572,322
2018,130029PL,2013,F1H,HO11572,523
2019,130030HO,2013,F1H,HO7123,611
2020,130031JO,2013,F1H,HOL,320
2021,130032,2013,1/4HOL,BR,0
2022,130032PL,2013,F1H,HO11572,648
2023,130033HO,2013,F1H,HOL,0
2024,130033JO,2013,F1H,HOL,358
2025,130034,2013,1/4HOL,BR,0
2026,130035PL,2013,F1H,HO11572,639
2027,130036HO,2013,F1H,HO9578,350
2028,130036ME,2013,F1H,HOL,304
2029,130037HO,2013,F1H,HO7123,345
2030,130037PL,2013,F1H,HO11572,531
