,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO
2681,140179HO,2014,F1H,HO10661,347
2682,140179MA,2014,F1H,HOL,380
2683,140184MA,2014,F1H,HOL,341
2684,140189FF,2014,F1H,HOL,490
2685,140195FF,2014,F1H,HOL,305
2686,140202FF,2014,F1H,HOL,541
2687,140202MA,2014,F1H,HOL,0
2688,140203FF,2014,F1H,HOL,488
2689,140206FF,2014,F1H,HOL,380
2690,140218FF,2014,F1H,HOL,349
2691,140223FF,2014,F1H,HOL,0
2692,140231HO,2014,F1H,HO10661,362
2693,140239HO,2014,F1H,HO10360,0
2694,140272HO,2014,F1H,HO10392,0
2695,140283HO,2014,F1H,HO10360,328
2696,140286HO,2014,F1H,HO10360,315
2697,140295HO,2014,F1H,HO10360,299
2698,140299HO,2014,F1H,HO10360,0
2699,140377ML,2014,F1H,HOL,0
2700,140407MA,2014,F1H,HOL,333
2701,140445MA,2014,F1H,HOL,324
2702,140511ML,2014,F1H,HOL,0
2703,140512ML,2014,F1H,HOL,0
2704,140517ML,2014,F1H,HOL,0
2705,140523ML,2014,F1H,HOL,0
2706,140524MA,2014,F1H,HOL,392
2707,140525ML,2014,F1H,HOL,0
2708,140530ML,2014,F1H,HOL,0
2709,140545ML,2014,F1H,HOL,0
2710,140547ML,2014,F1H,HOL,0
2711,140549ML,2014,F1H,HOL,0
2712,140550ML,2014,F1H,HOL,0
2713,140556ML,2014,F1H,HOL,0
2714,140558ML,2014,F1H,HOL,0
2715,140713ML,2014,F1H,HOL,0
2716,140716ML,2014,F1H,HOL,0
2717,140812ML,2014,F1H,HOL,0
2718,140817ML,2014,F1H,HOL,0
2719,140818ML,2014,F1H,HOL,0
2720,140823ML,2014,F1H,HOL,0
2721,140824ML,2014,F1H,HOL,0
2722,140826ML,2014,F1H,HOL,0
2723,140845ML,2014,F1H,HOL,0
2724,140846ML,2014,F1H,HOL,0
2725,140853ML,2014,F1H,HOL,0
2726,140854ML,2014,F1H,HOL,0
2727,140864ML,2014,F1H,HOL,0
2728,140866ML,2014,F1H,HOL,0
2729,140917ML,2014,F1H,HOL,0
2730,140928ML,2014,F1H,HOL,0
2731,140944ML,2014,F1H,HOL,0
2732,140957ML,2014,F1H,HOL,0
2733,140962ML,2014,F1H,HOL,0
2734,141017ML,2014,F1H,HOL,0
2735,141075ML,2014,F1H,HOL,0
2736,141109ML,2014,F1H,HOL,0
2737,141117ML,2014,F1H,HOL,0
2738,141121ML,2014,F1H,HOL,0
2739,141155ML,2014,F1H,HOL,0
2740,141246ML,2014,F1H,HOL,0
2741,141491MA,2014,F1H,HOL,0
2742,144117ML,2014,F1H,HOL,0
2743,145001,2013,1/4HOL,BR,0
2744,145002,2013,1/4HOL,BR,0
2745,145006,2013,1/4JER,BR,0
2746,145007,2013,1/4HOL,BR,0
2747,145008,2013,F1H,METEORO,293
2748,145010,2013,F1H,METEORO,323
2749,145011,2013,F1H,METEORO,345
2750,145012,2013,1/4HOL,BR,0
2751,145013,2013,F1H,METEORO,311
2752,145014,2013,1/4HOL,BR,0
2753,145015,2013,1/4HOL,BR,0
2754,145016,2013,1/4HOL,BR,0
2755,145017,2013,1/4HOL,BR,0
2756,145019,2013,F1H,METEORO,441
2757,145020,2013,1/4HOL,BR,0
2758,145021,2013,1/4HOL,BR,0
2759,145022,2013,F1H,METEORO,345
2760,145023,2013,1/4HOL,BR,0
2761,145024,2013,1/4HOL,BR,0
2762,145025,2013,F1H,JENKINS,358
2763,145026,2013,1/4HOL,BR,0
2764,145027,2013,1/4HOL,BR,0
2765,145029,2013,1/4HOL,BR,0
2766,145030,2013,1/4HOL,BR,0
2767,145031,2013,F1H,METEORO,309
2768,145032,2013,F1H,JENKINS,0
2769,145033,2013,1/4HOL,BR,0
2770,145036,2013,1/4HOL,BR,0
2771,145043,2013,1/4HOL,BR,0
2772,145045,2013,F1H,METEORO,530
2773,145051,2013,1/4HOL,BR,0
2774,145054,2013,1/4HOL,BR,0
2775,145055,2013,1/4HOL,BR,0
2776,145056,2013,1/4HOL,BR,0
2777,145059,2013,1/4HOL,BR,0
2778,145060,2013,1/4HOL,BR,0
2779,145061,2013,1/4HOL,BR,0
2780,145065,2013,1/4HOL,BR,0
2781,145066,2013,1/4HOL,BR,0
2782,145067,2013,F1H,JENKINS,0
2783,145069,2013,1/4HOL,BR,0
2784,145071,2013,1/4HOL,BR,0
2785,145072,2013,1/4HOL,BR,0
2786,145074,2013,1/4HOL,BR,0
2787,145077,2013,1/4HOL,BR,0
2788,145078,2013,1/4HOL,BR,0
2789,145082,2013,1/4HOL,BR,0
2790,145083,2013,1/4HOL,BR,0
2791,145087,2013,1/4HOL,BR,0
2792,145088,2013,1/4HOL,BR9578,0
2793,145091,2013,1/4HOL,BR,0
2794,145092,2013,1/4HOL,BR,0
2795,145095,2013,1/4HOL,BR,0
2796,145100,2013,1/4HOL,BR,0
2797,145101,2013,1/4HOL,BR,0
2798,145103,2013,1/4HOL,BR,0
2799,145110,2013,1/4HOL,BR,0
2800,145111,2013,1/4HOL,BR,0
2801,145112,2013,3/4H,HOL,0
2802,145113,2013,1/4HOL,BR,0
2803,145114,2013,3/4H,HOL,0
2804,145115,2013,1/4HOL,BR,0
2805,145117,2013,1/4HOL,BR,0
2806,145119,2013,1/4HOL,BR,0
2807,145121,2013,1/4HOL,BR,0
2808,145124,2013,1/4HOL,BR,0
2809,145127,2013,3/4H,HOL,0
2810,145129,2013,3/4H,HOL,0
2811,145133,2013,1/4HOL,BR,0
2812,145134,2013,1/4HOL,BR,0
2813,145137,2013,3/4H,HOL,0
2814,145139,2013,1/4HOL,BR,0
2815,145140,2013,1/4HOL,BR,0
2816,145141,2013,1/4HOL,BR,0
2817,145142,2013,1/4HOL,BR,0
2818,145145,2013,1/4HOL,BR,0
2819,145146,2013,1/4HOL,BR,0
2820,145147,2013,1/4HOL,BR,0
2821,145154,2013,1/4HOL,BR,0
2822,145159,2013,1/4HOL,BR,0
2823,145160,2013,1/4HOL,BR,0
2824,145163,2013,1/4HOL,BR,0
2825,145164,2013,1/4HOL,BR,0
2826,145165,2013,1/4HOL,BR,0
2827,145166,2013,1/4HOL,BR,0
2828,145169,2013,1/4HOL,BR,0
2829,145170,2013,1/4HOL,BR,0
2830,145178,2013,1/4HOL,BR,0
2831,145179,2013,1/4HOL,BR,0
2832,145181,2013,1/4HOL,BR,0
2833,145184,2013,1/4HOL,BR,0
2834,145192,2013,1/4HOL,BR,0
2835,145193,2013,1/4HOL,BR,0
2836,145195,2013,1/4HOL,BR,0
2837,145196,2013,1/4HOL,BR,0
2838,145198,2013,1/4HOL,BR,0
2839,145199,2013,1/4HOL,BR,0
2840,145202,2013,1/4HOL,BR,0
2841,145203,2013,3/4H,HO0392,0
2842,145204,2013,1/4HOL,BR,0
2843,145206,2013,1/4HOL,BR,0
2844,145208,2013,1/4HOL,BR,0
2845,145212,2013,3/4J,JE0430,0
2846,145213,2013,1/4HOL,BR,0
2847,145214,2013,1/4HOL,BR,0
2848,145216,2013,1/4HOL,BR,0
2849,145217,2013,1/4HOL,BR,0
2850,145222,2013,3/4J,JE0430,0
2851,145224,2013,1/4HOL,BR,0
2852,145226,2013,3/4J,JE0430,0
2853,145229,2013,1/4HOL,BR,0
2854,145230,2013,1/4HOL,BR,0
2855,145231,2013,3/4J,JE0430,0
2856,145235,2013,1/4HOL,BR,0
2857,145236,2013,3/4H,HO3559,0
2858,145237,2013,3/4H,HO0392,0
2859,145238,2013,1/4HOL,BR,0
2860,145244,2013,3/4H,HO0542,0
2861,145246,2013,3/4H,HO0542,0
2862,145247,2013,3/4H,HO0542,0
2863,145249,2013,3/4H,HO3559,0
2864,145251,2013,3/4J,JE0430,0
2865,145254,2013,1/4HOL,BR,0
2866,145255,2013,3/4H,HO3559,0
2867,145256,2013,3/4H,HO0542,0
2868,145259,2013,3/4H,HO0542,0
2869,145260,2013,3/4H,HO3559,0
2870,145261,2013,1/4HOL,BR,0
2871,145262,2013,3/4H,HO0392,0
2872,145263,2013,3/4H,HO3559,0
2873,145265,2013,3/4H,HO3559,0
2874,145270,2013,3/4H,HO3559,0
2875,145271,2013,3/4J,JE0446,0
2876,145275,2013,1/4HOL,BR,0
2877,145277,2013,3/4H,HO0542,0
2878,145278,2013,3/4H,HO3559,0
2879,145279,2013,3/4H,HO3559,0
2880,145280,2013,3/4H,HO0542,0
2881,145281,2013,1/4HOL,BR,0
2882,145282,2013,1/4HOL,BR,0
2883,145283,2013,3/4H,HO0542,0
2884,145284,2013,3/4H,HO0542,0
2885,145285,2013,3/4H,HO3559,0
2886,145286,2013,3/4H,HO3559,0
2887,145289,2013,1/4HOL,BR,0
2888,145290,2013,3/4H,HO0542,0
2889,145293,2013,1/4JER,BR,0
2890,145294,2013,1/4HOL,BR,0
2891,145295,2013,3/4H,HO3559,0
2892,145297,2013,1/4HOL,BR,0
2893,145298,2013,3/4H,HO3559,0
2894,145300,2013,3/4H,HO0542,0
2895,145301,2013,3/4H,HO3559,0
2896,145302,2013,3/4H,HO3559,0
2897,145303,2013,3/4H,HO0542,0
2898,145306,2013,1/4HOL,BR,0
2899,145308,2013,1/4HOL,BR,0
2900,145310,2013,1/4HOL,BR,0
2901,145313,2013,1/4HOL,BR,0
2902,145315,2013,1/4HOL,BR,0
2903,145316,2013,3/4H,HO3559,0
2904,145317,2013,1/4HOL,BR,0
2905,145318,2013,3/4H,HO0542,0
2906,145322,2013,3/4H,HO3559,0
2907,145323,2013,1/4HOL,BR,0
2908,145324,2013,3/4H,HO0542,0
2909,145325,2013,3/4J,JE0430,0
2910,145327,2013,3/4H,HO0542,0
2911,145330,2013,3/4H,HO0542,0
2912,145332,2013,3/4H,HO3559,0
2913,145333,2013,3/4H,HO0542,0
2914,145334,2013,1/4HOL,BR,0
2915,145336,2013,1/4HOL,BR,0
2916,145340,2013,3/4H,HO0542,0
2917,145341,2013,3/4H,HO0542,0
2918,145345,2013,1/4HOL,BR,0
2919,145346,2013,1/4HOL,BR,0
2920,145347,2013,1/4HOL,BR,0
2921,145349,2013,1/4HOL,BR,0
2922,145350,2013,1/4HOL,BR,0
2923,145351,2013,1/4HOL,BR,0
2924,145353,2013,3/4J,JE0446,0
2925,145354,2013,3/4H,HO3559,0
2926,145356,2013,3/4H,HO3559,0
2927,145357,2013,1/4HOL,BR,0
2928,145358,2013,1/4HOL,BR,0
2929,145359,2013,1/4HOL,BR,0
2930,145360,2013,1/4HOL,BR,0
2931,145364,2013,1/4HOL,BR,0
2932,145365,2013,3/4H,HO3559,0
2933,145366,2013,1/4HOL,BR,0
2934,145368,2013,3/4H,HO0392,0
2935,145369,2013,3/4H,HO3559,0
2936,145370,2013,1/4HOL,BR,0
2937,145371,2013,3/4H,HO0542,0
2938,145375,2013,3/4H,HO0346,0
2939,145376,2013,3/4H,HO0346,0
2940,145380,2013,1/4HOL,BR,0
2941,145381,2013,3/4H,HO3559,0
2942,145382,2013,1/4HOL,BR,0
2943,145386,2013,1/4HOL,BR,0
2944,145387,2013,1/4HOL,BR,0
2945,145390,2013,3/4H,HO0392,0
2946,145391,2013,1/4HOL,BR,0
2947,145393,2013,1/4HOL,BR,0
2948,145394,2013,1/4HOL,BR,0
2949,145395,2013,1/4HOL,BR,0
2950,145396,2013,1/4HOL,BR,0
2951,145397,2013,1/4HOL,BR,0
2952,145399,2013,1/4HOL,BR,0
2953,145401,2013,1/4HOL,BR,0
2954,145402,2013,1/4HOL,BR,0
2955,145408,2013,1/4HOL,BR,0
2956,145410,2013,1/4HOL,BR,0
2957,145412,2013,1/4HOL,BR,0
2958,145414,2013,1/4HOL,BR,0
2959,145416,2013,1/4HOL,BR,0
2960,145417,2013,1/4HOL,BR,0
2961,145420,2013,1/4HOL,BR,0
2962,145421,2013,1/4HOL,BR,0
2963,145423,2013,1/4HOL,BR,0
2964,145429,2014,1/4HOL,BR,0
2965,145431,2014,1/4HOL,BR,0
2966,145432,2014,1/4HOL,BR,0
2967,145433,2014,1/4HOL,BR,0
2968,145434,2014,1/4HOL,BR,0
2969,145435,2014,1/4HOL,BR,0
2970,145438,2014,1/4HOL,BR,0
2971,145440,2014,1/4HOL,BR,0
2972,145443,2014,1/4HOL,BR,0
2973,145444,2014,1/4HOL,BR,0
2974,145445,2014,1/4HOL,BR,0
2975,145447,2014,1/4HOL,BR,0
2976,145448,2014,1/4HOL,BR,0
2977,145451,2014,1/4HOL,BR,0
2978,145452,2014,1/4HOL,BR,0
2979,145454,2014,1/4HOL,BR,0
2980,145455,2014,1/4HOL,BR,0
2981,145456,2014,1/4HOL,BR,0
2982,145459,2014,1/4HOL,BR,0
2983,145463,2014,1/4HOL,BR,0
2984,145464,2014,1/4HOL,BR,0
2985,145465,2014,1/4HOL,BR,0
2986,145468,2014,1/4HOL,BR,0
2987,145475,2014,1/4HOL,BR,0
2988,145476,2014,1/4HOL,BR,0
2989,145477,2014,1/4HOL,BR,0
2990,145481,2014,1/4HOL,BR,0
2991,145482,2014,1/4HOL,BR,0
2992,145484,2014,1/4HOL,BR,0
2993,145489,2014,1/4HOL,BR,0
2994,145490,2014,1/4HOL,BR,0
2995,145492,2014,1/4HOL,BR,0
2996,145496,2014,1/4HOL,BR,0
2997,145497,2014,1/4HOL,BR,0
2998,145499,2014,1/4HOL,BR,0
2999,145500,2014,1/4HOL,BR,0
3000,145501,2014,1/4HOL,BR,0
3001,145503,2014,1/4HOL,BR,0
3002,145505,2014,1/4HOL,BR,0
3003,145507,2014,1/4HOL,BR,0
3004,145508,2014,1/4HOL,BR,0
3005,145509,2014,1/4HOL,BR,0
3006,145514,2014,1/4HOL,BR,0
3007,145516,2014,1/4HOL,BR,0
3008,145520,2014,1/4HOL,BR,0
3009,145521,2014,1/4HOL,BR,0
3010,145523,2014,1/4HOL,BR,0
3011,145530,2014,1/4HOL,BR,0
3012,145531,2014,1/4HOL,BR,0
3013,145532,2014,1/4HOL,BR,0
3014,145534,2014,1/4HOL,BR,0
3015,145537,2014,1/4HOL,BR,0
3016,145538,2014,1/4HOL,BR,0
3017,145539,2014,1/4HOL,BR,0
3018,145540,2014,1/4HOL,BR,0
3019,145543,2014,1/4HOL,BR,0
3020,145544,2014,1/4HOL,BR,0
3021,145545,2014,1/4HOL,BR,0
3022,145546,2014,1/4HOL,BR,0
3023,145547,2014,1/4HOL,BR,0
3024,145549,2014,1/4HOL,BR,0
3025,145550,2014,1/4HOL,BR,0
3026,145551,2014,1/4HOL,BR,0
3027,145552,2014,1/4HOL,BR,0
3028,145553,2014,1/4HOL,BR,0
3029,145554,2014,1/4HOL,BR,0
3030,145556,2014,1/4HOL,BR,0
3031,145558,2014,1/4HOL,BR,0
3032,145559,2014,1/4HOL,BR,0
3033,145563,2014,1/4HOL,BR,0
3034,145567,2014,1/4HOL,BR,0
3035,145568,2014,1/4HOL,BR,0
3036,145570,2014,1/4HOL,BR,0
3037,145572,2014,1/4HOL,BR,0
3038,145575,2014,1/4HOL,BR,0
3039,145578,2014,1/4HOL,BR,0
3040,145579,2014,1/4HOL,BR,0
3041,145583,2014,1/4HOL,BR,0
3042,145584,2014,1/4HOL,BR,0
3043,145585,2014,1/4HOL,BR,0
3044,145588,2014,1/4HOL,BR,0
3045,145590,2014,1/4HOL,BR,0
3046,145592,2014,1/4HOL,BR,0
3047,145593,2014,1/4HOL,BR,0
3048,145595,2014,1/4HOL,BR,0
3049,145596,2014,1/4HOL,BR,0
3050,145597,2014,1/4HOL,BR,0
3051,145598,2014,1/4HOL,BR,0
3052,145599,2014,1/4HOL,BR,0
3053,145601,2014,1/4HOL,BR,0
3054,145604,2014,1/4HOL,BR,0
3055,145607,2014,1/4HOL,BR,0
3056,145608,2014,1/4HOL,BR,0
3057,145609,2014,1/4HOL,BR,0
3058,145611,2014,1/4HOL,BR,0
3059,145613,2014,1/4HOL,BR,0
3060,145614,2014,1/4HOL,BR,0
3061,145615,2014,1/4HOL,BR,0
3062,145618,2014,1/4HOL,BR,0
3063,145619,2014,1/4HOL,BR,0
3064,145620,2014,1/4HOL,BR,0
3065,145623,2014,1/4HOL,BR,0
3066,145624,2014,1/4HOL,BR,0
3067,145626,2014,1/4HOL,BR,0
3068,145627,2014,1/4HOL,BR,0
3069,145628,2014,1/4HOL,BR,0
3070,145632,2014,1/4HOL,BR,0
3071,145633,2014,1/4HOL,BR,0
3072,145636,2014,1/4HOL,BR,0
3073,145639,2014,1/4HOL,BR,0
3074,145640,2014,1/4HOL,BR,0
3075,145641,2014,1/4HOL,BR,0
3076,145642,2014,1/4HOL,BR,0
3077,145645,2014,1/4HOL,BR,0
3078,145647,2014,1/4HOL,BR,0
3079,145648,2014,1/4HOL,BR,0
3080,145649,2014,1/4HOL,BR,0
3081,145650,2014,1/4HOL,BR,0
3082,145651,2014,1/4HOL,BR,0
3083,145655,2014,1/4HOL,BR,0
3084,145658,2014,1/4HOL,BR,0
3085,145660,2014,1/4HOL,BR,0
3086,145661,2014,1/4HOL,BR,0
3087,145663,2014,1/4HOL,BR,0
3088,145668,2014,1/4HOL,BR,0
3089,145669,2014,1/4HOL,BR,0
3090,145671,2014,1/4HOL,BR,0
3091,145672,2014,1/4HOL,BR,0
3092,145673,2014,1/4HOL,BR,0
3093,145676,2014,1/4HOL,BR,0
3094,145677,2014,1/4HOL,BR,0
3095,145679,2014,1/4HOL,BR,0
3096,145680,2014,1/4HOL,BR,0
3097,145683,2014,1/4HOL,BR,0
3098,145685,2014,1/4HOL,BR,0
3099,145686,2014,1/4HOL,BR,0
3100,145690,2014,1/4HOL,BR,0
3101,145692,2014,1/4HOL,BR,0
3102,145693,2014,1/4HOL,BR,0
3103,145696,2014,1/4HOL,BR,0
3104,145698,2014,1/4HOL,BR,0
3105,145700,2014,1/4HOL,BR,0
3106,145702,2014,1/4HOL,BR,0
3107,145707,2014,1/4HOL,BR,0
3108,145709,2014,1/4HOL,BR,0
3109,145710,2014,1/4HOL,BR,0
3110,145713,2014,1/4HOL,BR,0
3111,145715,2014,1/4HOL,BR,0
3112,145717,2014,1/4HOL,BR,0
3113,145722,2014,1/4HOL,BR,0
3114,145723,2014,1/4HOL,BR,0
3115,145725,2014,1/4HOL,BR,0
3116,145726,2014,1/4HOL,BR,0
3117,145728,2014,1/4HOL,BR,0
3118,145729,2014,1/4HOL,BR,0
3119,145730,2014,1/4HOL,BR,0
3120,145733,2014,1/4HOL,BR,0
3121,145734,2014,1/4JER,BR,0
3122,145737,2014,1/4HOL,BR,0
3123,145738,2014,1/4HOL,BR,0
3124,145739,2014,1/4HOL,BR,0
3125,145742,2014,1/4HOL,BR,0
3126,145743,2014,1/4HOL,BR,0
3127,145744,2014,1/4HOL,BR,0
3128,145745,2014,1/4HOL,BR,0
3129,145746,2014,1/4HOL,BR,0
3130,145748,2014,1/4HOL,BR,0
3131,145750,2014,1/4HOL,BR,0
3132,145755,2014,1/4HOL,BR,0
3133,145761,2014,1/4HOL,BR,0
3134,145762,2014,1/4HOL,BR,0
3135,145766,2014,1/4HOL,BR,0
3136,145770,2014,1/4HOL,BR,0
3137,145772,2014,1/4HOL,BR,0
3138,145773,2014,1/4HOL,BR,0
3139,145774,2014,1/4HOL,BR,0
3140,145775,2014,1/4HOL,BR,0
3141,145777,2014,1/4HOL,BR,0
3142,145778,2014,1/4HOL,BR,0
3143,145782,2014,1/4HOL,BR,0
3144,145783,2014,1/4HOL,BR,0
3145,145784,2014,1/4HOL,BR,0
3146,145785,2014,1/4HOL,BR,0
3147,145786,2014,1/4HOL,BR,0
3148,145789,2014,1/4HOL,BR,0
3149,145790,2014,1/4HOL,BR,0
3150,145792,2014,1/4HOL,BR,0
3151,145794,2014,1/4HOL,BR,0
3152,145795,2014,1/4HOL,BR,0
3153,145800,2014,1/4HOL,BR,0
3154,145804,2014,1/4HOL,BR,0
3155,145811,2014,1/4HOL,BR,0
3156,145812,2014,1/4HOL,BR,0
3157,145813,2014,1/4HOL,BR,0
3158,145817,2014,1/4HOL,BR,0
3159,145818,2014,1/4HOL,BR,0
3160,145819,2014,1/4HOL,BR,0
3161,145820,2014,1/4HOL,BR,0
3162,145821,2014,1/4HOL,BR,0
3163,145822,2014,1/4HOL,BR,0
3164,145825,2014,1/4HOL,BR,0
3165,145833,2014,1/4HOL,BR,0
3166,145836,2014,1/4HOL,BR,0
3167,145837,2014,1/4HOL,BR,0
3168,145838,2014,1/4HOL,BR,0
3169,145839,2014,1/4HOL,BR,0
3170,145840,2014,1/4HOL,BR,0
3171,145842,2014,1/4HOL,BR,0
3172,145846,2014,1/4HOL,BR,0
3173,145847,2014,1/4HOL,BR,0
3174,145849,2014,1/4HOL,BR,0
3175,145853,2014,1/4HOL,BR,0
3176,145854,2014,1/4HOL,BR,0
3177,145855,2014,1/4HOL,BR,0
3178,145856,2014,1/4HOL,BR,0
3179,145857,2014,1/4HOL,BR,0
3180,145859,2014,1/4HOL,BR,0
3181,145862,2014,1/4HOL,BR,0
3182,145863,2014,1/4HOL,BR,0
3183,145869,2014,1/4HOL,BR,0
3184,145870,2014,1/4HOL,BR,0
3185,145871,2014,1/4HOL,BR,0
3186,145872,2014,1/4HOL,BR,0
3187,145873,2014,1/4HOL,BR,0
3188,145875,2014,1/4HOL,BR,0
3189,145876,2014,1/4HOL,BR,0
3190,145879,2014,1/4HOL,BR,0
3191,145880,2014,1/4HOL,BR,0
3192,145882,2014,1/4HOL,BR,0
3193,145884,2014,1/4HOL,BR,0
3194,145885,2014,1/4HOL,BR,0
3195,145889,2014,1/4HOL,BR,0
3196,145891,2014,1/4HOL,BR,0
3197,145895,2014,1/4JER,BR,0
3198,145897,2014,1/4HOL,BR,0
3199,145898,2014,1/4HOL,BR,0
3200,145899,2014,1/4HOL,BR,0
3201,145900,2014,1/4HOL,BR,0
3202,145902,2014,1/4HOL,BR,0
3203,145905,2014,1/4HOL,BR,0
3204,145908,2014,1/4HOL,BR,0
3205,145910,2014,1/4HOL,BR,0
3206,145913,2014,1/4HOL,BR,0
3207,145914,2014,1/4HOL,BR,0
3208,145916,2014,1/4HOL,BR,0
3209,145917,2014,1/4HOL,BR,0
3210,145919,2014,1/4HOL,BR,0
3211,145922,2014,1/4HOL,BR,0
3212,145926,2014,1/4HOL,BR,0
3213,145928,2014,1/4HOL,BR,0
3214,145930,2014,1/4HOL,BR,0
3215,145933,2014,1/4HOL,BR,0
3216,145935,2014,1/4HOL,BR,0
3217,145936,2014,1/4HOL,BR,0
3218,145938,2014,1/4HOL,BR,0
3219,145939,2014,1/4HOL,BR,0
3220,145942,2014,1/4HOL,BR,0
3221,145943,2014,1/4HOL,BR,0
3222,145949,2014,1/4HOL,BR,0
3223,145950,2014,1/4HOL,BR,0
3224,145952,2014,1/4HOL,BR,0
3225,145953,2014,1/4HOL,BR,0
3226,145954,2014,1/4HOL,BR,0
3227,145959,2014,1/4HOL,BR,0
3228,145960,2014,1/4HOL,BR,0
3229,145961,2014,1/4HOL,BR,0
3230,145963,2014,1/4HOL,BR,0
3231,145965,2014,1/4HOL,BR,0
3232,145966,2014,1/4HOL,BR,0
3233,145976,2014,1/4HOL,BR,0
3234,145978,2014,1/4HOL,BR,0
3235,145981,2014,1/4HOL,BR,0
3236,145982,2014,1/4HOL,BR,0
3237,145985,2014,1/4HOL,BR,0
3238,145987,2014,1/4HOL,BR,0
3239,150001HO,2015,F1H,HO10346,0
3240,150002HO,2015,F1H,HO10661,430
3241,150004HO,2015,F1H,HO10360,356
3242,150006HO,2015,F1H,HO10360,313
3243,150007HO,2015,F1H,HO10392,308
3244,150008HO,2015,F1H,HO10079,362
3245,150009HO,2015,F1H,HO10392,0
3246,150011HO,2015,F1H,HO10360,0
3247,150013HO,2015,F1H,HO10360,399
3248,150016HO,2015,F1H,HO10360,365
3249,150022HO,2015,F1H,HO10360,307
3250,150023HO,2015,F1H,HO10392,0
3251,150024HO,2015,F1H,HO10360,363
3252,150028HO,2015,F1H,HO10079,315
3253,150030HO,2015,F1H,HO10392,320
3254,150032HO,2015,F1H,HO10079,300
3255,150033HO,2015,F1H,HO10360,356
3256,150034HO,2015,F1H,HO10079,322
3257,150035HO,2015,F1H,HO10079,356
3258,150037HO,2015,F1H,HO10079,336
3259,150038HO,2015,F1H,HO10360,346
3260,150043HO,2015,F1H,HO10360,317
3261,150051HO,2015,F1H,HO10360,396
3262,150052HO,2015,F1H,HO10392,357
3263,150056HO,2015,F1H,HO10392,0
3264,150058HO,2015,F1H,HO10661,0
3265,150060HO,2015,F1H,HO10079,0
3266,150063HO,2015,F1H,HO10360,0
3267,150066HO,2015,F1H,HO10079,320
3268,150074HO,2015,F1H,HO10661,348
3269,150075HO,2015,F1H,HO10079,0
3270,150079HO,2015,F1H,HO10079,331
3271,150081HO,2015,F1H,HO10360,343
3272,150085HO,2015,F1H,HO10360,399
3273,150087HO,2015,F1H,HO10360,329
3274,150091HO,2015,F1H,HO10392,369
3275,150101HO,2015,F1H,HO10079,307
3276,150103HO,2015,F1H,HO10360,341
3277,150105HO,2015,F1H,HO10346,0
3278,150111HO,2015,F1H,HO10360,293
3279,150126HO,2015,F1H,HO10079,0
3280,150127HO,2015,F1H,HO10360,375
3281,150133HO,2015,F1H,HO10360,0
3282,150135HO,2015,F1H,HO10360,0
3283,150136HO,2015,F1H,HO10360,313
3284,150137HO,2015,F1H,HO10079,402
3285,150143HO,2015,F1H,HO10360,397
3286,150154HO,2015,F1H,HO10079,0
3287,150157HO,2015,F1H,HO10079,311
3288,150159HO,2015,F1H,HO10392,0
3289,150161HO,2015,F1H,HO10360,0
3290,150166HO,2015,F1H,HO10360,367
3291,150177HO,2015,F1H,HO10360,323
3292,150186HO,2015,F1H,HO10360,306
3293,150188HO,2015,F1H,HO10079,0
3294,150212HO,2015,F1H,HO10392,0
3295,150231HO,2015,F1H,HO10360,338
3296,150235HO,2015,F1H,HO10360,356
3297,150236HO,2015,F1H,HO10360,314
3298,150238HO,2015,F1H,HO10079,325
3299,150240HO,2015,F1H,HO10079,313
3300,150255HO,2015,F1H,HO10079,356
3301,150260HO,2015,F1H,HO10392,0
3302,150266HO,2015,F1H,HO10392,0
3303,150267HO,2015,F1H,HO10360,322
3304,150268HO,2015,F1H,HO10360,0
3305,150271HO,2015,F1H,HO10392,308
3306,150285HO,2015,F1H,HO10360,376
3307,150286HO,2015,F1H,HO10079,313
3308,150289HO,2015,F1H,HO10392,345
3309,150298HO,2015,F1H,HO10360,328
3310,150304HO,2015,F1H,HO10360,0
3311,150307HO,2015,F1H,HO10392,0
3312,150308HO,2015,F1H,HO10392,0
3313,150316HO,2015,F1H,HO10079,479
3314,150322HO,2015,F1H,HO10360,0
3315,150327HO,2015,F1H,HO10769,0
3316,150333HO,2015,F1H,HO10360,0
3317,150334HO,2015,F1H,HO10360,0
3318,150335HO,2015,F1H,HO09578,0
3319,150336HO,2015,F1H,HO09578,0
3320,150339HO,2015,F1H,HO10360,0
3321,150341HO,2015,F1H,HO10360,0
3322,150343HO,2015,F1H,HO10079,0
3323,150348HO,2015,F1H,HO09578,0
3324,150352HO,2015,F1H,HO07123,0
3325,150356HO,2015,F1H,HO07123,0
3326,150357HO,2015,F1H,HO10360,0
3327,150361HO,2015,F1H,HO09578,0
3328,150362HO,2015,F1H,HO10360,0
3329,150366HO,2015,F1H,HO09578,0
3330,150367HO,2015,F1H,HO10079,0
3331,150368HO,2015,F1H,HO09578,0
3332,150369HO,2015,F1H,HO10360,0
3333,150370HO,2015,F1H,HO07123,0
3334,150372HO,2015,F1H,HOL,0
3335,150373HO,2015,F1H,HO07123,0
3336,150375HO,2015,F1H,HO09578,0
3337,150377HO,2015,F1H,HO10360,0
3338,150378HO,2015,F1H,HO10360,0
3339,150380HO,2015,F1H,HO10360,0
3340,150381HO,2015,F1H,HO07123,0
